Customers State,Orders Quantity,revenue,date
Maranhao,1,25.99,2017-03-13
Maranhao,1,39.9,2017-03-14
Maranhao,1,169.9,2017-03-16
Maranhao,2,166.89,2017-03-18
Maranhao,1,39.0,2017-03-19
Maranhao,1,279.0,2017-03-20
Maranhao,1,105.0,2017-03-21
Maranhao,2,141.88,2017-03-23
Maranhao,1,20.0,2017-03-26
Maranhao,1,85.0,2017-03-27
Maranhao,2,189.77,2017-03-28
Maranhao,1,119.9,2017-03-30
Maranhao,1,67.9,2017-03-31
Maranhao,1,107.94,2017-04-01
Maranhao,1,45.0,2017-04-06
Maranhao,2,88.0,2017-04-07
Maranhao,1,31.08,2017-04-09
Maranhao,1,18.95,2017-04-11
Maranhao,1,499.0,2017-04-12
Maranhao,2,170.89,2017-04-13
Maranhao,1,79.8,2017-04-14
Maranhao,2,80.89,2017-04-15
Maranhao,2,228.8,2017-04-18
Maranhao,1,129.99,2017-04-20
Maranhao,1,89.9,2017-04-21
Maranhao,1,229.9,2017-04-22
Maranhao,1,303.99,2017-04-23
Maranhao,2,257.0,2017-04-24
Maranhao,2,185.99,2017-04-25
Maranhao,1,399.9,2017-04-27
Maranhao,1,195.0,2017-04-29
Maranhao,2,101.4,2017-04-30
Maranhao,2,324.8,2017-05-01
Maranhao,1,119.9,2017-05-02
Maranhao,1,34.99,2017-05-03
Maranhao,1,24.9,2017-05-04
Maranhao,1,149.9,2017-05-05
Maranhao,1,25.9,2017-05-06
Maranhao,1,13.98,2017-05-07
Maranhao,2,239.89,2017-05-08
Maranhao,1,74.99,2017-05-09
Maranhao,1,46.99,2017-05-10
Maranhao,2,188.0,2017-05-14
Maranhao,2,489.9,2017-05-15
Maranhao,1,22.99,2017-05-16
Maranhao,3,308.8,2017-05-17
Maranhao,1,69.9,2017-05-18
Maranhao,2,72.89,2017-05-22
Maranhao,1,229.99,2017-05-23
Maranhao,1,219.9,2017-05-24
Maranhao,1,179.0,2017-05-25
Maranhao,4,207.68,2017-05-28
Maranhao,1,244.9,2017-05-29
Maranhao,1,59.99,2017-05-30
Maranhao,1,89.9,2017-05-31
Maranhao,1,29.9,2017-06-02
Maranhao,1,39.9,2017-06-03
Maranhao,1,15.9,2017-06-06
Maranhao,1,31.9,2017-06-08
Maranhao,1,49.0,2017-06-09
Maranhao,2,140.32,2017-06-10
Maranhao,1,45.9,2017-06-14
Maranhao,1,90.0,2017-06-16
Maranhao,1,149.9,2017-06-17
Maranhao,1,449.9,2017-06-19
Maranhao,2,219.89,2017-06-22
Maranhao,1,29.0,2017-06-23
Maranhao,1,299.99,2017-06-25
Maranhao,1,159.9,2017-06-28
Maranhao,1,27.9,2017-06-30
Maranhao,2,289.8,2017-07-03
Maranhao,1,606.39,2017-07-04
Maranhao,2,483.88,2017-07-05
Maranhao,5,654.13,2017-07-06
Maranhao,3,163.0,2017-07-07
Maranhao,1,75.9,2017-07-09
Maranhao,1,169.99,2017-07-10
Maranhao,1,217.9,2017-07-11
Maranhao,1,269.9,2017-07-12
Maranhao,6,502.55,2017-07-13
Maranhao,2,1321.0,2017-07-14
Maranhao,1,149.99,2017-07-15
Maranhao,1,115.0,2017-07-16
Maranhao,1,204.9,2017-07-18
Maranhao,2,138.0,2017-07-20
Maranhao,1,166.33,2017-07-21
Maranhao,1,69.9,2017-07-25
Maranhao,1,99.99,2017-07-27
Maranhao,2,437.0,2017-07-28
Maranhao,2,149.89,2017-07-29
Maranhao,1,75.9,2017-07-30
Maranhao,1,120.0,2017-07-31
Maranhao,2,137.98,2017-08-01
Maranhao,4,561.5,2017-08-04
Maranhao,4,341.98,2017-08-05
Maranhao,1,24.9,2017-08-06
Maranhao,2,503.0,2017-08-07
Maranhao,2,279.9,2017-08-10
Maranhao,1,113.57,2017-08-12
Maranhao,1,54.9,2017-08-14
Maranhao,1,200.0,2017-08-15
Maranhao,2,222.51,2017-08-16
Maranhao,2,189.9,2017-08-18
Maranhao,2,104.89,2017-08-20
Maranhao,1,34.99,2017-08-21
Maranhao,1,79.9,2017-08-22
Maranhao,1,59.9,2017-08-23
Maranhao,1,69.99,2017-08-24
Maranhao,1,651.55,2017-08-25
Maranhao,1,599.0,2017-08-26
Maranhao,1,23.99,2017-08-27
Maranhao,3,280.7,2017-08-28
Maranhao,1,1200.0,2017-08-29
Maranhao,1,205.9,2017-08-30
Maranhao,3,180.89,2017-08-31
Maranhao,4,2105.9,2017-09-01
Maranhao,2,95.8,2017-09-02
Maranhao,1,699.0,2017-09-03
Maranhao,4,680.6,2017-09-04
Maranhao,2,434.99,2017-09-05
Maranhao,1,27.9,2017-09-06
Maranhao,1,19.9,2017-09-08
Maranhao,4,931.7,2017-09-09
Maranhao,2,219.8,2017-09-10
Maranhao,1,115.0,2017-09-11
Maranhao,1,79.8,2017-09-12
Maranhao,2,210.9,2017-09-13
Maranhao,3,610.69,2017-09-14
Maranhao,1,80.0,2017-09-15
Maranhao,1,12.9,2017-09-16
Maranhao,1,72.9,2017-09-17
Maranhao,1,1349.99,2017-09-18
Maranhao,2,378.9,2017-09-21
Maranhao,2,217.9,2017-09-22
Maranhao,2,206.7,2017-09-24
Maranhao,1,479.99,2017-09-26
Maranhao,2,162.99,2017-09-27
Maranhao,1,325.0,2017-09-29
Maranhao,2,172.99,2017-10-01
Maranhao,3,446.88,2017-10-02
Maranhao,3,480.84,2017-10-03
Maranhao,3,999.39,2017-10-04
Maranhao,1,1599.99,2017-10-05
Maranhao,1,129.99,2017-10-06
Maranhao,2,170.89,2017-10-07
Maranhao,3,331.99,2017-10-09
Maranhao,1,102.0,2017-10-10
Maranhao,3,204.69,2017-10-11
Maranhao,1,69.0,2017-10-12
Maranhao,1,24.9,2017-10-13
Maranhao,2,54.8,2017-10-14
Maranhao,1,279.99,2017-10-15
Maranhao,1,280.0,2017-10-17
Maranhao,3,564.84,2017-10-18
Maranhao,2,276.98,2017-10-19
Maranhao,1,29.99,2017-10-20
Maranhao,1,346.32,2017-10-21
Maranhao,2,258.99,2017-10-22
Maranhao,1,298.0,2017-10-24
Maranhao,1,89.0,2017-10-25
Maranhao,2,979.85,2017-10-26
Maranhao,1,63.0,2017-10-27
Maranhao,2,309.6,2017-10-29
Maranhao,3,1746.9,2017-10-30
Maranhao,1,23.99,2017-10-31
Maranhao,1,35.0,2017-11-01
Maranhao,1,119.0,2017-11-02
Maranhao,1,143.0,2017-11-03
Maranhao,1,146.99,2017-11-04
Maranhao,3,735.7,2017-11-05
Maranhao,3,890.8,2017-11-06
Maranhao,1,67.6,2017-11-07
Maranhao,1,146.99,2017-11-08
Maranhao,1,99.0,2017-11-11
Maranhao,3,321.0,2017-11-12
Maranhao,1,179.0,2017-11-13
Maranhao,2,154.9,2017-11-14
Maranhao,1,19.9,2017-11-15
Maranhao,1,115.0,2017-11-16
Maranhao,1,277.0,2017-11-17
Maranhao,1,51.98,2017-11-18
Maranhao,1,55.0,2017-11-19
Maranhao,1,2199.0,2017-11-20
Maranhao,4,1306.19,2017-11-21
Maranhao,2,86.9,2017-11-22
Maranhao,6,568.45,2017-11-24
Maranhao,6,782.73,2017-11-25
Maranhao,3,424.88,2017-11-26
Maranhao,3,274.79,2017-11-27
Maranhao,4,537.69,2017-11-28
Maranhao,1,199.0,2017-11-29
Maranhao,1,65.0,2017-11-30
Maranhao,1,46.9,2017-12-01
Maranhao,1,325.0,2017-12-03
Maranhao,1,23.99,2017-12-04
Maranhao,2,204.99,2017-12-06
Maranhao,2,389.99,2017-12-07
Maranhao,1,364.9,2017-12-08
Maranhao,2,194.98,2017-12-09
Maranhao,2,345.94,2017-12-10
Maranhao,1,143.99,2017-12-11
Maranhao,1,95.9,2017-12-12
Maranhao,1,159.0,2017-12-13
Maranhao,2,147.99,2017-12-14
Maranhao,4,473.8,2017-12-15
Maranhao,2,448.99,2017-12-17
Maranhao,3,404.79,2017-12-18
Maranhao,1,16.9,2017-12-19
Maranhao,3,316.98,2017-12-20
Maranhao,2,204.9,2017-12-21
Maranhao,1,27.99,2017-12-22
Maranhao,1,69.99,2017-12-25
Maranhao,1,99.9,2017-12-26
Maranhao,2,195.6,2017-12-27
Maranhao,1,215.97,2017-12-28
Maranhao,2,301.77,2017-12-29
Maranhao,1,598.99,2017-12-30
Maranhao,1,100.0,2018-01-02
Maranhao,3,441.9,2018-01-03
Maranhao,2,236.0,2018-01-04
Maranhao,2,405.99,2018-01-05
Maranhao,4,704.38,2018-01-06
Maranhao,2,214.9,2018-01-07
Maranhao,3,154.79,2018-01-08
Maranhao,4,657.66,2018-01-09
Maranhao,8,1131.74,2018-01-10
Maranhao,1,9.9,2018-01-11
Maranhao,2,858.99,2018-01-12
Maranhao,2,381.5,2018-01-13
Maranhao,2,188.99,2018-01-14
Maranhao,2,283.99,2018-01-15
Maranhao,3,453.9,2018-01-16
Maranhao,1,159.96,2018-01-17
Maranhao,1,155.99,2018-01-18
Maranhao,1,189.99,2018-01-19
Maranhao,1,36.9,2018-01-20
Maranhao,1,49.8,2018-01-21
Maranhao,1,375.96,2018-01-22
Maranhao,1,49.0,2018-01-23
Maranhao,3,348.8,2018-01-24
Maranhao,2,827.5,2018-01-25
Maranhao,2,184.98,2018-01-26
Maranhao,1,110.0,2018-01-28
Maranhao,1,69.0,2018-01-30
Maranhao,1,81.9,2018-02-01
Maranhao,1,280.0,2018-02-02
Maranhao,1,39.99,2018-02-03
Maranhao,1,44.99,2018-02-04
Maranhao,2,122.69,2018-02-05
Maranhao,3,579.88,2018-02-06
Maranhao,1,388.0,2018-02-07
Maranhao,4,755.93,2018-02-08
Maranhao,4,545.1,2018-02-09
Maranhao,1,325.0,2018-02-10
Maranhao,3,591.24,2018-02-11
Maranhao,2,178.2,2018-02-12
Maranhao,1,99.99,2018-02-13
Maranhao,2,225.89,2018-02-15
Maranhao,2,420.36,2018-02-16
Maranhao,4,461.05,2018-02-17
Maranhao,2,106.7,2018-02-18
Maranhao,4,871.22,2018-02-19
Maranhao,1,325.0,2018-02-20
Maranhao,2,218.6,2018-02-21
Maranhao,2,169.79,2018-02-22
Maranhao,4,1638.8,2018-02-25
Maranhao,2,394.9,2018-02-26
Maranhao,2,128.69,2018-02-27
Maranhao,3,883.9,2018-02-28
Maranhao,2,450.0,2018-03-01
Maranhao,3,163.8,2018-03-02
Maranhao,1,159.99,2018-03-03
Maranhao,2,1754.0,2018-03-05
Maranhao,3,193.4,2018-03-07
Maranhao,4,263.7,2018-03-08
Maranhao,1,70.0,2018-03-09
Maranhao,1,66.9,2018-03-10
Maranhao,1,24.99,2018-03-11
Maranhao,3,228.54,2018-03-12
Maranhao,2,769.9,2018-03-13
Maranhao,3,242.99,2018-03-14
Maranhao,3,411.99,2018-03-16
Maranhao,3,154.88,2018-03-17
Maranhao,1,169.99,2018-03-18
Maranhao,4,397.79,2018-03-19
Maranhao,1,319.96,2018-03-20
Maranhao,3,523.88,2018-03-21
Maranhao,1,380.0,2018-03-22
Maranhao,1,243.37,2018-03-23
Maranhao,2,342.0,2018-03-24
Maranhao,1,66.89,2018-03-25
Maranhao,1,226.97,2018-03-26
Maranhao,1,61.99,2018-03-28
Maranhao,1,199.96,2018-03-29
Maranhao,4,467.86,2018-03-31
Maranhao,2,349.9,2018-04-01
Maranhao,1,299.99,2018-04-02
Maranhao,1,52.9,2018-04-03
Maranhao,1,68.9,2018-04-05
Maranhao,1,319.9,2018-04-06
Maranhao,1,21.99,2018-04-07
Maranhao,1,69.9,2018-04-08
Maranhao,2,64.99,2018-04-10
Maranhao,2,968.9,2018-04-11
Maranhao,2,175.77,2018-04-12
Maranhao,3,368.95,2018-04-14
Maranhao,1,31.9,2018-04-15
Maranhao,4,494.67,2018-04-16
Maranhao,1,139.99,2018-04-17
Maranhao,1,65.0,2018-04-20
Maranhao,2,132.49,2018-04-22
Maranhao,2,559.98,2018-04-23
Maranhao,7,1389.49,2018-04-24
Maranhao,4,374.79,2018-04-25
Maranhao,3,1065.7,2018-04-27
Maranhao,1,55.9,2018-04-28
Maranhao,1,87.67,2018-04-29
Maranhao,2,770.26,2018-04-30
Maranhao,1,129.0,2018-05-01
Maranhao,1,13.65,2018-05-03
Maranhao,3,268.99,2018-05-06
Maranhao,3,323.88,2018-05-07
Maranhao,2,492.89,2018-05-08
Maranhao,3,340.0,2018-05-09
Maranhao,2,300.99,2018-05-11
Maranhao,1,120.0,2018-05-12
Maranhao,1,27.99,2018-05-14
Maranhao,2,447.9,2018-05-15
Maranhao,3,557.99,2018-05-16
Maranhao,1,49.8,2018-05-18
Maranhao,1,98.0,2018-05-19
Maranhao,1,3099.75,2018-05-22
Maranhao,1,99.0,2018-05-25
Maranhao,2,169.8,2018-05-27
Maranhao,2,74.87,2018-05-30
Maranhao,2,469.54,2018-05-31
Maranhao,1,500.0,2018-06-02
Maranhao,1,318.99,2018-06-03
Maranhao,2,239.99,2018-06-04
Maranhao,2,423.9,2018-06-05
Maranhao,1,139.98,2018-06-06
Maranhao,1,139.99,2018-06-08
Maranhao,2,289.89,2018-06-09
Maranhao,6,873.8,2018-06-11
Maranhao,1,29.1,2018-06-12
Maranhao,1,44.0,2018-06-13
Maranhao,1,109.8,2018-06-14
Maranhao,2,687.8,2018-06-15
Maranhao,2,349.9,2018-06-16
Maranhao,2,181.99,2018-06-18
Maranhao,1,22.32,2018-06-19
Maranhao,2,436.89,2018-06-21
Maranhao,1,48.99,2018-06-22
Maranhao,5,386.97,2018-06-23
Maranhao,2,138.49,2018-06-24
Maranhao,1,199.9,2018-06-26
Maranhao,3,241.8,2018-06-27
Maranhao,1,104.99,2018-06-29
Maranhao,1,70.0,2018-06-30
Maranhao,1,92.89,2018-07-02
Maranhao,1,66.99,2018-07-03
Maranhao,2,43.0,2018-07-07
Maranhao,3,569.96,2018-07-08
Maranhao,2,494.71,2018-07-09
Maranhao,2,1154.89,2018-07-10
Maranhao,5,694.27,2018-07-11
Maranhao,1,199.99,2018-07-15
Maranhao,1,49.9,2018-07-16
Maranhao,1,78.0,2018-07-17
Maranhao,3,461.48,2018-07-18
Maranhao,3,353.29,2018-07-19
Maranhao,1,24.0,2018-07-20
Maranhao,2,429.8,2018-07-21
Maranhao,3,462.48,2018-07-23
Maranhao,2,490.0,2018-07-24
Maranhao,1,235.9,2018-07-25
Maranhao,1,19.99,2018-07-26
Maranhao,2,129.89,2018-07-27
Maranhao,1,129.0,2018-07-28
Maranhao,1,105.0,2018-07-30
Maranhao,1,170.0,2018-07-31
Maranhao,2,198.12,2018-08-01
Maranhao,2,279.9,2018-08-02
Maranhao,6,994.8,2018-08-03
Maranhao,1,25.99,2018-08-04
Maranhao,2,115.98,2018-08-05
Maranhao,2,118.38,2018-08-06
Maranhao,3,829.47,2018-08-07
Maranhao,2,288.7,2018-08-09
Maranhao,1,34.0,2018-08-10
Maranhao,4,608.89,2018-08-14
Maranhao,2,334.99,2018-08-15
Maranhao,1,64.99,2018-08-21
Maranhao,1,66.99,2018-08-22
Maranhao,1,285.0,2018-08-23
Mato Grosso,1,47.8,2016-10-04
Mato Grosso,1,279.99,2016-10-05
Mato Grosso,1,99.0,2017-01-18
Mato Grosso,1,289.98,2017-01-23
Mato Grosso,2,269.98,2017-01-24
Mato Grosso,1,449.0,2017-01-25
Mato Grosso,1,29.8,2017-01-26
Mato Grosso,2,496.99,2017-01-27
Mato Grosso,1,18.99,2017-01-28
Mato Grosso,2,322.9,2017-01-29
Mato Grosso,1,48.0,2017-02-01
Mato Grosso,1,104.0,2017-02-02
Mato Grosso,2,219.89,2017-02-04
Mato Grosso,1,239.99,2017-02-06
Mato Grosso,1,89.9,2017-02-07
Mato Grosso,1,72.0,2017-02-08
Mato Grosso,1,35.0,2017-02-14
Mato Grosso,1,339.74,2017-02-16
Mato Grosso,1,19.99,2017-02-17
Mato Grosso,1,12.5,2017-02-19
Mato Grosso,1,1250.0,2017-02-20
Mato Grosso,1,42.99,2017-02-21
Mato Grosso,1,195.0,2017-02-22
Mato Grosso,2,119.6,2017-02-26
Mato Grosso,1,199.8,2017-02-27
Mato Grosso,1,29.9,2017-03-01
Mato Grosso,1,89.9,2017-03-05
Mato Grosso,1,299.8,2017-03-08
Mato Grosso,1,98.9,2017-03-09
Mato Grosso,3,265.89,2017-03-11
Mato Grosso,1,149.9,2017-03-12
Mato Grosso,1,339.96,2017-03-15
Mato Grosso,1,49.96,2017-03-16
Mato Grosso,3,557.79,2017-03-18
Mato Grosso,1,199.6,2017-03-21
Mato Grosso,1,35.99,2017-03-22
Mato Grosso,1,39.5,2017-03-28
Mato Grosso,3,279.96,2017-04-01
Mato Grosso,1,809.9,2017-04-06
Mato Grosso,2,144.8,2017-04-07
Mato Grosso,1,42.99,2017-04-08
Mato Grosso,2,76.9,2017-04-09
Mato Grosso,1,109.0,2017-04-10
Mato Grosso,1,20.0,2017-04-12
Mato Grosso,1,29.4,2017-04-13
Mato Grosso,3,678.78,2017-04-14
Mato Grosso,1,469.9,2017-04-16
Mato Grosso,2,101.8,2017-04-17
Mato Grosso,1,51.98,2017-04-18
Mato Grosso,1,27.9,2017-04-19
Mato Grosso,1,392.55,2017-04-20
Mato Grosso,1,179.9,2017-04-21
Mato Grosso,1,12.97,2017-04-25
Mato Grosso,2,151.8,2017-04-27
Mato Grosso,1,129.99,2017-04-29
Mato Grosso,1,13.98,2017-04-30
Mato Grosso,1,204.8,2017-05-01
Mato Grosso,1,69.9,2017-05-02
Mato Grosso,2,107.89,2017-05-03
Mato Grosso,2,116.89,2017-05-04
Mato Grosso,2,335.8,2017-05-05
Mato Grosso,1,129.9,2017-05-06
Mato Grosso,1,179.0,2017-05-07
Mato Grosso,2,157.99,2017-05-08
Mato Grosso,4,1056.9,2017-05-10
Mato Grosso,1,199.0,2017-05-12
Mato Grosso,3,160.88,2017-05-13
Mato Grosso,1,599.99,2017-05-14
Mato Grosso,1,99.99,2017-05-15
Mato Grosso,3,123.79,2017-05-17
Mato Grosso,2,918.99,2017-05-22
Mato Grosso,3,188.69,2017-05-23
Mato Grosso,2,236.99,2017-05-25
Mato Grosso,1,49.99,2017-05-27
Mato Grosso,2,835.74,2017-05-29
Mato Grosso,2,957.99,2017-05-31
Mato Grosso,1,259.99,2017-06-01
Mato Grosso,3,216.15,2017-06-02
Mato Grosso,1,205.99,2017-06-04
Mato Grosso,1,139.9,2017-06-05
Mato Grosso,4,453.69,2017-06-09
Mato Grosso,1,39.9,2017-06-10
Mato Grosso,2,64.89,2017-06-11
Mato Grosso,1,149.0,2017-06-13
Mato Grosso,2,1414.89,2017-06-15
Mato Grosso,1,89.9,2017-06-16
Mato Grosso,1,139.9,2017-06-19
Mato Grosso,3,908.54,2017-06-23
Mato Grosso,1,39.0,2017-06-24
Mato Grosso,1,64.9,2017-06-26
Mato Grosso,1,99.99,2017-06-28
Mato Grosso,1,39.9,2017-06-30
Mato Grosso,1,205.0,2017-07-02
Mato Grosso,2,94.9,2017-07-03
Mato Grosso,1,73.8,2017-07-04
Mato Grosso,3,2544.87,2017-07-05
Mato Grosso,1,224.0,2017-07-06
Mato Grosso,2,333.9,2017-07-08
Mato Grosso,1,45.9,2017-07-09
Mato Grosso,1,99.9,2017-07-10
Mato Grosso,3,1001.99,2017-07-11
Mato Grosso,1,89.9,2017-07-12
Mato Grosso,2,132.8,2017-07-13
Mato Grosso,1,44.0,2017-07-14
Mato Grosso,1,35.0,2017-07-16
Mato Grosso,1,169.9,2017-07-17
Mato Grosso,2,229.14,2017-07-18
Mato Grosso,2,274.25,2017-07-19
Mato Grosso,1,1099.0,2017-07-21
Mato Grosso,1,120.0,2017-07-22
Mato Grosso,1,62.8,2017-07-23
Mato Grosso,1,149.9,2017-07-24
Mato Grosso,1,89.9,2017-07-25
Mato Grosso,2,141.98,2017-07-27
Mato Grosso,3,2788.04,2017-07-28
Mato Grosso,1,155.99,2017-07-30
Mato Grosso,2,81.82,2017-07-31
Mato Grosso,2,1777.99,2017-08-01
Mato Grosso,1,58.99,2017-08-02
Mato Grosso,1,69.9,2017-08-04
Mato Grosso,1,53.5,2017-08-05
Mato Grosso,1,999.0,2017-08-07
Mato Grosso,1,69.4,2017-08-08
Mato Grosso,2,137.9,2017-08-10
Mato Grosso,2,125.85,2017-08-11
Mato Grosso,2,328.8,2017-08-14
Mato Grosso,1,79.5,2017-08-15
Mato Grosso,2,292.95,2017-08-16
Mato Grosso,3,348.69,2017-08-17
Mato Grosso,1,489.9,2017-08-18
Mato Grosso,3,224.98,2017-08-20
Mato Grosso,2,186.55,2017-08-21
Mato Grosso,1,100.0,2017-08-22
Mato Grosso,2,217.9,2017-08-24
Mato Grosso,3,602.88,2017-08-25
Mato Grosso,1,17.99,2017-08-26
Mato Grosso,1,69.99,2017-08-27
Mato Grosso,1,45.0,2017-08-28
Mato Grosso,2,334.99,2017-08-29
Mato Grosso,2,76.8,2017-08-30
Mato Grosso,1,177.99,2017-09-01
Mato Grosso,1,76.9,2017-09-03
Mato Grosso,1,129.99,2017-09-04
Mato Grosso,2,307.0,2017-09-05
Mato Grosso,2,269.9,2017-09-06
Mato Grosso,2,1799.89,2017-09-07
Mato Grosso,1,63.6,2017-09-09
Mato Grosso,1,72.9,2017-09-10
Mato Grosso,1,79.9,2017-09-11
Mato Grosso,1,143.8,2017-09-12
Mato Grosso,3,195.83,2017-09-13
Mato Grosso,1,110.0,2017-09-14
Mato Grosso,2,192.98,2017-09-15
Mato Grosso,1,24.99,2017-09-18
Mato Grosso,3,222.77,2017-09-19
Mato Grosso,1,469.8,2017-09-20
Mato Grosso,2,188.97,2017-09-21
Mato Grosso,6,1185.9,2017-09-25
Mato Grosso,2,437.9,2017-09-26
Mato Grosso,1,789.9,2017-09-27
Mato Grosso,2,138.82,2017-10-01
Mato Grosso,2,349.69,2017-10-02
Mato Grosso,1,88.9,2017-10-03
Mato Grosso,4,638.8,2017-10-04
Mato Grosso,1,59.9,2017-10-05
Mato Grosso,1,28.9,2017-10-06
Mato Grosso,1,599.96,2017-10-08
Mato Grosso,4,898.99,2017-10-09
Mato Grosso,4,435.98,2017-10-10
Mato Grosso,2,1009.96,2017-10-12
Mato Grosso,4,269.5,2017-10-13
Mato Grosso,1,32.0,2017-10-14
Mato Grosso,3,1128.85,2017-10-17
Mato Grosso,3,304.89,2017-10-18
Mato Grosso,2,288.99,2017-10-20
Mato Grosso,4,567.08,2017-10-23
Mato Grosso,3,810.03,2017-10-24
Mato Grosso,1,239.99,2017-10-25
Mato Grosso,1,65.0,2017-10-26
Mato Grosso,3,788.79,2017-10-27
Mato Grosso,1,564.0,2017-10-28
Mato Grosso,1,99.99,2017-10-30
Mato Grosso,1,1340.0,2017-10-31
Mato Grosso,2,108.99,2017-11-02
Mato Grosso,6,1409.62,2017-11-03
Mato Grosso,1,80.0,2017-11-04
Mato Grosso,2,169.79,2017-11-05
Mato Grosso,2,746.69,2017-11-06
Mato Grosso,1,14.0,2017-11-08
Mato Grosso,1,109.9,2017-11-09
Mato Grosso,2,281.42,2017-11-10
Mato Grosso,2,143.9,2017-11-11
Mato Grosso,4,485.79,2017-11-12
Mato Grosso,1,599.8,2017-11-13
Mato Grosso,2,279.79,2017-11-15
Mato Grosso,4,403.95,2017-11-16
Mato Grosso,4,695.88,2017-11-17
Mato Grosso,2,131.99,2017-11-18
Mato Grosso,1,29.99,2017-11-19
Mato Grosso,2,159.65,2017-11-20
Mato Grosso,2,209.0,2017-11-21
Mato Grosso,2,512.9,2017-11-22
Mato Grosso,2,84.9,2017-11-23
Mato Grosso,14,2953.11,2017-11-24
Mato Grosso,3,263.66,2017-11-25
Mato Grosso,4,895.99,2017-11-26
Mato Grosso,3,244.8,2017-11-27
Mato Grosso,1,87.5,2017-11-28
Mato Grosso,2,125.8,2017-11-29
Mato Grosso,2,202.89,2017-11-30
Mato Grosso,3,273.34,2017-12-01
Mato Grosso,2,329.89,2017-12-02
Mato Grosso,1,359.0,2017-12-03
Mato Grosso,2,398.89,2017-12-04
Mato Grosso,5,809.47,2017-12-05
Mato Grosso,3,493.8,2017-12-06
Mato Grosso,3,458.2,2017-12-07
Mato Grosso,4,1747.89,2017-12-08
Mato Grosso,3,646.0,2017-12-09
Mato Grosso,1,64.9,2017-12-10
Mato Grosso,3,818.8,2017-12-11
Mato Grosso,2,133.8,2017-12-15
Mato Grosso,2,471.99,2017-12-16
Mato Grosso,3,388.88,2017-12-18
Mato Grosso,2,621.99,2017-12-20
Mato Grosso,1,149.99,2017-12-23
Mato Grosso,2,408.89,2017-12-25
Mato Grosso,3,131.8,2017-12-26
Mato Grosso,2,358.98,2017-12-29
Mato Grosso,2,459.8,2017-12-30
Mato Grosso,1,99.9,2017-12-31
Mato Grosso,2,47.48,2018-01-03
Mato Grosso,1,27.99,2018-01-04
Mato Grosso,3,328.39,2018-01-05
Mato Grosso,5,854.48,2018-01-06
Mato Grosso,5,557.28,2018-01-08
Mato Grosso,2,159.89,2018-01-09
Mato Grosso,2,525.33,2018-01-10
Mato Grosso,2,344.9,2018-01-11
Mato Grosso,2,87.7,2018-01-12
Mato Grosso,1,49.9,2018-01-13
Mato Grosso,8,790.37,2018-01-14
Mato Grosso,4,397.42,2018-01-15
Mato Grosso,5,2188.48,2018-01-16
Mato Grosso,1,269.0,2018-01-17
Mato Grosso,5,586.5,2018-01-18
Mato Grosso,2,359.77,2018-01-19
Mato Grosso,3,362.7,2018-01-20
Mato Grosso,2,399.99,2018-01-21
Mato Grosso,4,201.4,2018-01-22
Mato Grosso,4,193.79,2018-01-23
Mato Grosso,4,385.79,2018-01-24
Mato Grosso,4,1613.98,2018-01-25
Mato Grosso,3,491.5,2018-01-26
Mato Grosso,2,179.0,2018-01-28
Mato Grosso,4,458.79,2018-01-29
Mato Grosso,2,158.9,2018-01-30
Mato Grosso,3,253.98,2018-01-31
Mato Grosso,1,174.9,2018-02-02
Mato Grosso,2,102.15,2018-02-03
Mato Grosso,5,496.2,2018-02-04
Mato Grosso,3,383.54,2018-02-05
Mato Grosso,2,191.89,2018-02-06
Mato Grosso,3,447.98,2018-02-07
Mato Grosso,2,218.1,2018-02-08
Mato Grosso,3,437.99,2018-02-09
Mato Grosso,1,29.99,2018-02-10
Mato Grosso,3,797.8,2018-02-11
Mato Grosso,1,13.65,2018-02-12
Mato Grosso,2,287.99,2018-02-13
Mato Grosso,6,727.55,2018-02-14
Mato Grosso,3,409.8,2018-02-15
Mato Grosso,2,178.9,2018-02-16
Mato Grosso,3,314.88,2018-02-17
Mato Grosso,1,90.0,2018-02-18
Mato Grosso,2,388.72,2018-02-19
Mato Grosso,1,72.99,2018-02-20
Mato Grosso,2,110.2,2018-02-21
Mato Grosso,3,137.89,2018-02-22
Mato Grosso,4,331.19,2018-02-23
Mato Grosso,1,122.99,2018-02-25
Mato Grosso,3,401.5,2018-02-26
Mato Grosso,2,74.89,2018-02-27
Mato Grosso,6,1229.01,2018-02-28
Mato Grosso,2,135.9,2018-03-01
Mato Grosso,3,462.9,2018-03-02
Mato Grosso,2,44.5,2018-03-03
Mato Grosso,2,234.15,2018-03-04
Mato Grosso,2,143.5,2018-03-05
Mato Grosso,3,226.79,2018-03-07
Mato Grosso,2,43.8,2018-03-08
Mato Grosso,2,181.87,2018-03-09
Mato Grosso,2,515.0,2018-03-10
Mato Grosso,2,819.0,2018-03-11
Mato Grosso,1,569.0,2018-03-12
Mato Grosso,1,88.9,2018-03-13
Mato Grosso,1,107.8,2018-03-14
Mato Grosso,3,1059.89,2018-03-15
Mato Grosso,1,338.0,2018-03-16
Mato Grosso,3,300.88,2018-03-18
Mato Grosso,3,500.0,2018-03-19
Mato Grosso,4,974.89,2018-03-20
Mato Grosso,2,258.99,2018-03-21
Mato Grosso,1,55.0,2018-03-22
Mato Grosso,1,25.0,2018-03-23
Mato Grosso,2,167.49,2018-03-24
