product_category_en,Revenue,Order Date
fashion_bags_accessories,35.0,2017-05-12
pet_shop,99.9,2017-05-12
furniture_decor,93.5,2017-05-12
toys,94.5,2017-05-12
bed_bath_table,69.9,2017-05-12
small_appliances,229.0,2017-05-12
computers_accessories,30.0,2017-05-12
furniture_decor,10.9,2017-05-12
garden_tools,219.0,2017-05-12
housewares,33.0,2017-05-12
health_beauty,64.99,2017-05-12
health_beauty,81.56,2017-05-12
housewares,16.99,2017-05-12
cool_stuff,219.99,2017-05-12
housewares,16.99,2017-05-12
home_confort,89.9,2017-05-12
cool_stuff,199.0,2017-05-12
costruction_tools_garden,129.9,2017-05-12
telephony,18.99,2017-05-12
bed_bath_table,79.9,2017-05-12
home_confort,89.9,2017-05-12
baby,59.99,2017-05-12
auto,78.0,2017-05-12
furniture_decor,199.99,2017-05-12
furniture_decor,199.99,2017-05-12
health_beauty,165.9,2017-05-12
small_appliances,93.0,2017-05-12
electronics,415.99,2017-05-12
cool_stuff,62.99,2017-05-12
electronics,415.99,2017-05-12
bed_bath_table,24.9,2017-05-12
cool_stuff,69.99,2017-05-12
baby,59.99,2017-05-12
health_beauty,89.99,2017-05-12
telephony,17.89,2017-05-12
health_beauty,98.0,2017-05-12
pet_shop,26.9,2017-05-12
furniture_decor,75.0,2017-05-12
bed_bath_table,89.9,2017-05-12
bed_bath_table,89.9,2017-05-12
health_beauty,29.9,2017-05-12
telephony,21.99,2017-05-12
computers_accessories,207.5,2017-05-12
health_beauty,44.9,2017-05-12
fashion_bags_accessories,79.9,2017-05-12
stationery,109.9,2017-05-12
watches_gifts,29.0,2017-05-12
bed_bath_table,27.9,2017-05-12
fashion_bags_accessories,69.99,2017-05-12
bed_bath_table,99.99,2017-05-12
housewares,24.9,2017-05-12
watches_gifts,49.0,2017-05-12
sports_leisure,162.0,2017-05-12
sports_leisure,162.0,2017-05-12
computers_accessories,58.8,2017-05-12
cool_stuff,199.0,2017-05-12
toys,94.9,2017-05-12
sports_leisure,169.9,2017-05-12
housewares,24.9,2017-05-12
sports_leisure,99.9,2017-05-12
computers_accessories,31.9,2017-05-12
furniture_decor,389.0,2017-05-12
electronics,89.0,2017-05-12
housewares,89.9,2017-05-12
computers_accessories,74.99,2017-05-12
bed_bath_table,157.0,2017-05-12
telephony,14.99,2017-05-12
auto,169.0,2017-05-12
,25.0,2017-05-12
baby,50.0,2017-05-12
health_beauty,399.0,2017-05-12
fashion_bags_accessories,142.0,2017-05-12
luggage_accessories,259.9,2017-05-12
perfumery,125.0,2017-05-12
bed_bath_table,89.9,2017-05-12
cool_stuff,219.99,2017-05-12
furniture_decor,109.9,2017-05-12
garden_tools,99.99,2017-05-12
auto,24.79,2017-05-12
sports_leisure,59.0,2017-05-12
auto,99.0,2017-05-12
pet_shop,59.99,2017-05-12
housewares,79.99,2017-05-12
bed_bath_table,89.9,2017-05-12
bed_bath_table,89.9,2017-05-12
auto,117.3,2017-05-12
furniture_decor,67.9,2017-05-12
computers_accessories,294.0,2017-05-12
auto,15.9,2017-05-12
computers_accessories,199.9,2017-05-12
health_beauty,8.6,2017-05-12
toys,66.99,2017-05-12
,16.9,2017-05-13
sports_leisure,59.99,2017-05-13
perfumery,84.99,2017-05-13
bed_bath_table,89.9,2017-05-13
furniture_decor,12.99,2017-05-13
health_beauty,160.0,2017-05-13
baby,23.99,2017-05-13
furniture_decor,12.99,2017-05-13
auto,117.3,2017-05-13
home_appliances,32.9,2017-05-13
sports_leisure,140.0,2017-05-13
bed_bath_table,89.9,2017-05-13
baby,29.9,2017-05-13
bed_bath_table,89.9,2017-05-13
computers_accessories,339.0,2017-05-13
bed_bath_table,89.9,2017-05-13
computers_accessories,185.9,2017-05-13
telephony,13.98,2017-05-13
computers_accessories,69.0,2017-05-13
computers_accessories,129.9,2017-05-13
cool_stuff,45.9,2017-05-13
pet_shop,89.5,2017-05-13
furniture_decor,79.99,2017-05-13
bed_bath_table,139.9,2017-05-13
fashion_male_clothing,110.9,2017-05-13
electronics,89.0,2017-05-13
bed_bath_table,139.9,2017-05-13
telephony,39.99,2017-05-13
telephony,99.0,2017-05-13
cool_stuff,99.99,2017-05-13
auto,69.99,2017-05-13
furniture_decor,229.9,2017-05-13
cool_stuff,199.0,2017-05-13
telephony,51.9,2017-05-13
baby,109.9,2017-05-13
garden_tools,59.9,2017-05-13
sports_leisure,84.9,2017-05-13
sports_leisure,335.99,2017-05-13
computers_accessories,65.0,2017-05-13
electronics,435.55,2017-05-13
furniture_decor,7.8,2017-05-13
telephony,34.99,2017-05-13
cool_stuff,129.99,2017-05-13
health_beauty,116.0,2017-05-13
office_furniture,126.99,2017-05-13
sports_leisure,99.9,2017-05-13
computers_accessories,31.9,2017-05-13
furniture_decor,55.0,2017-05-13
computers_accessories,185.81,2017-05-13
computers_accessories,89.0,2017-05-13
garden_tools,179.0,2017-05-13
,49.9,2017-05-13
toys,52.9,2017-05-13
electronics,42.0,2017-05-13
furniture_decor,55.0,2017-05-13
perfumery,179.9,2017-05-13
furniture_decor,55.0,2017-05-13
furniture_decor,12.99,2017-05-13
perfumery,179.9,2017-05-13
garden_tools,99.0,2017-05-13
fashion_bags_accessories,89.99,2017-05-13
electronics,12.9,2017-05-13
telephony,17.0,2017-05-13
furniture_decor,55.0,2017-05-13
telephony,17.0,2017-05-13
bed_bath_table,104.99,2017-05-13
perfumery,139.9,2017-05-13
auto,749.0,2017-05-13
perfumery,56.99,2017-05-13
baby,64.9,2017-05-13
health_beauty,278.9,2017-05-13
housewares,49.0,2017-05-13
bed_bath_table,124.9,2017-05-13
pet_shop,120.0,2017-05-13
office_furniture,126.99,2017-05-13
housewares,149.9,2017-05-13
home_appliances_2,89.99,2017-05-13
electronics,105.0,2017-05-13
furniture_decor,189.0,2017-05-13
toys,239.0,2017-05-13
furniture_decor,189.9,2017-05-13
telephony,29.99,2017-05-14
garden_tools,135.0,2017-05-14
sports_leisure,39.9,2017-05-14
computers_accessories,31.9,2017-05-14
sports_leisure,39.9,2017-05-14
bed_bath_table,219.99,2017-05-14
tablets_printing_image,99.0,2017-05-14
,32.9,2017-05-14
fashion_bags_accessories,28.0,2017-05-14
watches_gifts,669.0,2017-05-14
health_beauty,45.8,2017-05-14
furniture_decor,59.55,2017-05-14
telephony,29.99,2017-05-14
health_beauty,19.9,2017-05-14
electronics,22.0,2017-05-14
telephony,29.99,2017-05-14
computers_accessories,69.0,2017-05-14
garden_tools,99.0,2017-05-14
bed_bath_table,22.9,2017-05-14
fashion_bags_accessories,39.99,2017-05-14
telephony,18.9,2017-05-14
health_beauty,26.14,2017-05-14
health_beauty,26.14,2017-05-14
bed_bath_table,109.99,2017-05-14
bed_bath_table,109.99,2017-05-14
books_general_interest,139.9,2017-05-14
office_furniture,199.99,2017-05-14
fixed_telephony,32.9,2017-05-14
health_beauty,81.56,2017-05-14
auto,31.99,2017-05-14
books_general_interest,133.9,2017-05-14
housewares,90.0,2017-05-14
sports_leisure,26.33,2017-05-14
toys,68.0,2017-05-14
health_beauty,119.9,2017-05-14
sports_leisure,26.33,2017-05-14
watches_gifts,239.9,2017-05-14
office_furniture,109.99,2017-05-14
bed_bath_table,27.9,2017-05-14
telephony,26.9,2017-05-14
cool_stuff,99.99,2017-05-14
health_beauty,339.99,2017-05-14
health_beauty,599.99,2017-05-14
health_beauty,49.9,2017-05-14
bed_bath_table,45.95,2017-05-14
toys,161.9,2017-05-14
,109.99,2017-05-14
furniture_decor,62.9,2017-05-14
cool_stuff,99.99,2017-05-14
furniture_decor,62.9,2017-05-14
garden_tools,59.9,2017-05-14
telephony,12.5,2017-05-14
health_beauty,36.85,2017-05-14
health_beauty,19.99,2017-05-14
market_place,179.9,2017-05-14
bed_bath_table,139.9,2017-05-14
health_beauty,92.99,2017-05-14
housewares,59.9,2017-05-14
fashion_shoes,35.9,2017-05-14
housewares,25.99,2017-05-14
bed_bath_table,24.9,2017-05-14
computers_accessories,19.99,2017-05-14
computers_accessories,19.99,2017-05-14
housewares,44.9,2017-05-14
cool_stuff,39.9,2017-05-14
electronics,14.9,2017-05-14
air_conditioning,101.9,2017-05-14
bed_bath_table,89.9,2017-05-14
perfumery,179.0,2017-05-14
stationery,69.9,2017-05-14
watches_gifts,1086.76,2017-05-14
baby,98.0,2017-05-14
small_appliances,103.99,2017-05-14
baby,120.0,2017-05-14
sports_leisure,109.0,2017-05-14
toys,41.8,2017-05-14
bed_bath_table,89.9,2017-05-14
auto,43.99,2017-05-14
auto,43.99,2017-05-14
furniture_decor,50.9,2017-05-14
pet_shop,120.0,2017-05-14
electronics,45.0,2017-05-14
cool_stuff,59.99,2017-05-14
computers_accessories,18.9,2017-05-14
watches_gifts,239.0,2017-05-14
toys,35.0,2017-05-14
home_appliances,32.9,2017-05-14
garden_tools,19.99,2017-05-14
health_beauty,18.99,2017-05-14
furniture_decor,38.5,2017-05-14
computers_accessories,196.0,2017-05-14
toys,44.95,2017-05-14
furniture_decor,38.5,2017-05-14
computers_accessories,19.9,2017-05-14
electronics,385.0,2017-05-14
auto,169.0,2017-05-14
cool_stuff,289.9,2017-05-14
computers_accessories,69.0,2017-05-14
health_beauty,18.99,2017-05-14
bed_bath_table,44.5,2017-05-14
auto,169.9,2017-05-14
consoles_games,73.0,2017-05-14
telephony,49.0,2017-05-14
,159.8,2017-05-14
telephony,149.0,2017-05-14
musical_instruments,69.9,2017-05-14
watches_gifts,52.5,2017-05-14
computers_accessories,59.9,2017-05-14
market_place,322.75,2017-05-14
toys,34.9,2017-05-14
sports_leisure,133.0,2017-05-14
watches_gifts,169.9,2017-05-14
audio,89.9,2017-05-14
cool_stuff,129.99,2017-05-14
toys,59.99,2017-05-14
furniture_decor,99.9,2017-05-14
sports_leisure,95.0,2017-05-14
computers_accessories,99.99,2017-05-14
toys,82.9,2017-05-14
bed_bath_table,28.9,2017-05-14
audio,79.0,2017-05-14
bed_bath_table,629.9,2017-05-14
watches_gifts,961.6,2017-05-14
sports_leisure,36.9,2017-05-14
health_beauty,399.0,2017-05-14
sports_leisure,109.0,2017-05-14
costruction_tools_garden,599.9,2017-05-14
perfumery,169.0,2017-05-14
cool_stuff,99.99,2017-05-14
market_place,12.0,2017-05-15
toys,189.99,2017-05-15
sports_leisure,39.9,2017-05-15
housewares,21.9,2017-05-15
,49.6,2017-05-15
electronics,14.0,2017-05-15
housewares,82.5,2017-05-15
electronics,14.0,2017-05-15
electronics,14.0,2017-05-15
fashion_bags_accessories,21.99,2017-05-15
sports_leisure,140.0,2017-05-15
,39.9,2017-05-15
stationery,69.9,2017-05-15
health_beauty,42.9,2017-05-15
garden_tools,89.15,2017-05-15
computers_accessories,39.9,2017-05-15
telephony,10.99,2017-05-15
electronics,14.0,2017-05-15
computers_accessories,240.35,2017-05-15
sports_leisure,199.0,2017-05-15
computers_accessories,26.91,2017-05-15
telephony,49.0,2017-05-15
telephony,49.0,2017-05-15
furniture_decor,59.9,2017-05-15
housewares,152.72,2017-05-15
cool_stuff,69.99,2017-05-15
bed_bath_table,49.9,2017-05-15
auto,99.9,2017-05-15
bed_bath_table,38.9,2017-05-15
telephony,18.99,2017-05-15
perfumery,56.99,2017-05-15
housewares,21.8,2017-05-15
housewares,8.9,2017-05-15
bed_bath_table,47.9,2017-05-15
furniture_decor,59.9,2017-05-15
toys,59.9,2017-05-15
bed_bath_table,99.9,2017-05-15
garden_tools,109.99,2017-05-15
housewares,89.9,2017-05-15
auto,19.99,2017-05-15
bed_bath_table,79.9,2017-05-15
bed_bath_table,89.9,2017-05-15
housewares,24.9,2017-05-15
pet_shop,68.8,2017-05-15
cool_stuff,217.9,2017-05-15
bed_bath_table,41.9,2017-05-15
perfumery,221.99,2017-05-15
musical_instruments,419.9,2017-05-15
computers_accessories,49.9,2017-05-15
stationery,119.0,2017-05-15
sports_leisure,68.0,2017-05-15
toys,39.9,2017-05-15
bed_bath_table,89.9,2017-05-15
bed_bath_table,28.18,2017-05-15
furniture_decor,39.9,2017-05-15
health_beauty,109.9,2017-05-15
computers_accessories,38.9,2017-05-15
garden_tools,63.9,2017-05-15
electronics,39.0,2017-05-15
watches_gifts,208.9,2017-05-15
dvds_blu_ray,19.9,2017-05-15
bed_bath_table,118.58,2017-05-15
cool_stuff,99.99,2017-05-15
watches_gifts,208.9,2017-05-15
computers_accessories,177.0,2017-05-15
watches_gifts,208.9,2017-05-15
electronics,39.0,2017-05-15
housewares,49.0,2017-05-15
art,119.9,2017-05-15
,59.9,2017-05-15
sports_leisure,89.9,2017-05-15
furniture_decor,449.9,2017-05-15
toys,89.99,2017-05-15
furniture_decor,16.9,2017-05-15
toys,159.99,2017-05-15
garden_tools,16.9,2017-05-15
garden_tools,16.9,2017-05-15
bed_bath_table,44.9,2017-05-15
telephony,59.0,2017-05-15
pet_shop,32.64,2017-05-15
furniture_bedroom,219.0,2017-05-15
furniture_decor,10.9,2017-05-15
home_appliances,26.0,2017-05-15
pet_shop,135.9,2017-05-15
home_appliances,26.0,2017-05-15
fashio_female_clothing,140.3,2017-05-15
toys,89.99,2017-05-15
health_beauty,349.9,2017-05-15
toys,164.9,2017-05-15
health_beauty,349.9,2017-05-15
perfumery,69.9,2017-05-15
furniture_decor,24.9,2017-05-15
watches_gifts,129.0,2017-05-15
health_beauty,56.0,2017-05-15
toys,79.9,2017-05-15
toys,52.9,2017-05-15
furniture_decor,569.95,2017-05-15
computers_accessories,97.0,2017-05-15
watches_gifts,689.99,2017-05-15
sports_leisure,19.9,2017-05-15
housewares,78.64,2017-05-15
cool_stuff,199.0,2017-05-15
housewares,13.99,2017-05-15
furniture_decor,49.0,2017-05-15
computers_accessories,207.3,2017-05-15
sports_leisure,104.0,2017-05-15
computers_accessories,89.0,2017-05-15
furniture_decor,140.0,2017-05-15
garden_tools,126.99,2017-05-15
cool_stuff,19.9,2017-05-15
housewares,60.08,2017-05-15
pet_shop,69.99,2017-05-15
auto,143.8,2017-05-15
home_confort,89.9,2017-05-15
garden_tools,99.0,2017-05-15
perfumery,179.9,2017-05-15
furniture_bedroom,480.0,2017-05-15
furniture_decor,45.9,2017-05-15
office_furniture,176.99,2017-05-15
stationery,69.0,2017-05-15
telephony,29.99,2017-05-15
furniture_bedroom,480.0,2017-05-15
health_beauty,19.99,2017-05-15
telephony,17.0,2017-05-15
sports_leisure,159.9,2017-05-15
telephony,17.0,2017-05-15
computers_accessories,69.0,2017-05-15
telephony,29.99,2017-05-15
sports_leisure,189.9,2017-05-15
watches_gifts,149.0,2017-05-15
furniture_decor,16.9,2017-05-15
furniture_decor,119.9,2017-05-15
baby,19.99,2017-05-15
telephony,29.99,2017-05-15
furniture_decor,169.0,2017-05-15
sports_leisure,28.0,2017-05-15
food,119.0,2017-05-15
health_beauty,14.9,2017-05-15
baby,25.0,2017-05-15
toys,36.9,2017-05-15
cool_stuff,39.9,2017-05-15
small_appliances,447.0,2017-05-15
sports_leisure,179.0,2017-05-15
furniture_bedroom,480.0,2017-05-15
office_furniture,112.99,2017-05-15
bed_bath_table,44.9,2017-05-15
,32.9,2017-05-15
pet_shop,37.5,2017-05-15
luggage_accessories,69.9,2017-05-15
cool_stuff,199.0,2017-05-15
sports_leisure,84.9,2017-05-15
health_beauty,459.9,2017-05-15
computers_accessories,39.9,2017-05-15
computers_accessories,49.9,2017-05-15
fashio_female_clothing,149.9,2017-05-15
fashion_shoes,29.9,2017-05-15
sports_leisure,69.9,2017-05-15
furniture_decor,19.9,2017-05-15
sports_leisure,179.9,2017-05-15
food_drink,27.9,2017-05-15
sports_leisure,59.9,2017-05-15
baby,59.33,2017-05-15
home_appliances_2,89.99,2017-05-15
furniture_decor,449.9,2017-05-15
furniture_decor,39.99,2017-05-15
kitchen_dining_laundry_garden_furniture,29.99,2017-05-15
health_beauty,89.99,2017-05-15
sports_leisure,19.9,2017-05-15
auto,139.99,2017-05-15
sports_leisure,14.99,2017-05-15
computers_accessories,52.0,2017-05-15
telephony,49.99,2017-05-16
bed_bath_table,109.9,2017-05-16
consoles_games,44.99,2017-05-16
fashion_shoes,35.9,2017-05-16
luggage_accessories,102.9,2017-05-16
small_appliances,99.99,2017-05-16
fashion_bags_accessories,49.9,2017-05-16
home_appliances,80.0,2017-05-16
stationery,54.9,2017-05-16
cool_stuff,99.99,2017-05-16
health_beauty,36.85,2017-05-16
computers_accessories,99.0,2017-05-16
housewares,89.18,2017-05-16
health_beauty,64.99,2017-05-16
bed_bath_table,105.9,2017-05-16
computers_accessories,93.9,2017-05-16
cool_stuff,129.99,2017-05-16
sports_leisure,19.9,2017-05-16
sports_leisure,104.0,2017-05-16
watches_gifts,689.0,2017-05-16
sports_leisure,29.5,2017-05-16
housewares,16.99,2017-05-16
,34.0,2017-05-16
housewares,90.0,2017-05-16
sports_leisure,79.99,2017-05-16
computers_accessories,269.0,2017-05-16
telephony,22.99,2017-05-16
telephony,26.99,2017-05-16
computers_accessories,174.9,2017-05-16
health_beauty,19.99,2017-05-16
sports_leisure,104.0,2017-05-16
sports_leisure,104.0,2017-05-16
sports_leisure,104.0,2017-05-16
furniture_decor,64.9,2017-05-16
sports_leisure,33.0,2017-05-16
garden_tools,65.9,2017-05-16
furniture_decor,135.0,2017-05-16
cool_stuff,19.9,2017-05-16
health_beauty,81.56,2017-05-16
consoles_games,29.99,2017-05-16
sports_leisure,169.9,2017-05-16
health_beauty,64.99,2017-05-16
health_beauty,13.9,2017-05-16
watches_gifts,1000.0,2017-05-16
food,119.0,2017-05-16
,80.0,2017-05-16
,80.0,2017-05-16
bed_bath_table,47.99,2017-05-16
,59.9,2017-05-16
cool_stuff,69.9,2017-05-16
furniture_decor,93.5,2017-05-16
bed_bath_table,69.9,2017-05-16
toys,89.9,2017-05-16
cool_stuff,109.99,2017-05-16
furniture_decor,89.9,2017-05-16
auto,59.99,2017-05-16
sports_leisure,29.99,2017-05-16
computers_accessories,27.9,2017-05-16
furniture_decor,47.49,2017-05-16
bed_bath_table,134.9,2017-05-16
bed_bath_table,109.9,2017-05-16
health_beauty,104.98,2017-05-16
fashion_bags_accessories,49.9,2017-05-16
baby,14.0,2017-05-16
health_beauty,212.0,2017-05-16
telephony,25.99,2017-05-16
fashion_bags_accessories,389.0,2017-05-16
furniture_decor,74.9,2017-05-16
computers_accessories,58.38,2017-05-16
pet_shop,118.9,2017-05-16
housewares,39.99,2017-05-16
health_beauty,26.14,2017-05-16
garden_tools,99.0,2017-05-16
musical_instruments,39.9,2017-05-16
sports_leisure,104.0,2017-05-16
sports_leisure,104.0,2017-05-16
housewares,25.0,2017-05-16
sports_leisure,113.0,2017-05-16
baby,59.99,2017-05-16
sports_leisure,113.0,2017-05-16
computers_accessories,69.0,2017-05-16
computers_accessories,69.0,2017-05-16
garden_tools,99.0,2017-05-16
garden_tools,99.0,2017-05-16
housewares,49.0,2017-05-16
housewares,16.99,2017-05-16
housewares,149.9,2017-05-16
computers_accessories,89.0,2017-05-16
toys,42.99,2017-05-16
cool_stuff,219.99,2017-05-16
cool_stuff,219.99,2017-05-16
cool_stuff,219.99,2017-05-16
computers_accessories,335.9,2017-05-16
computers_accessories,39.9,2017-05-16
perfumery,56.99,2017-05-16
baby,168.0,2017-05-16
telephony,290.0,2017-05-16
watches_gifts,211.91,2017-05-16
health_beauty,44.9,2017-05-16
bed_bath_table,139.99,2017-05-16
luggage_accessories,889.9,2017-05-16
housewares,58.99,2017-05-16
health_beauty,89.99,2017-05-16
telephony,13.98,2017-05-16
bed_bath_table,89.9,2017-05-16
baby,15.9,2017-05-16
,27.99,2017-05-16
watches_gifts,629.99,2017-05-16
housewares,152.72,2017-05-16
housewares,89.99,2017-05-16
auto,49.9,2017-05-16
sports_leisure,2799.0,2017-05-16
office_furniture,124.99,2017-05-16
furniture_decor,207.06,2017-05-16
perfumery,129.9,2017-05-16
cool_stuff,45.9,2017-05-16
telephony,49.0,2017-05-16
telephony,50.0,2017-05-16
market_place,26.0,2017-05-16
sports_leisure,126.9,2017-05-16
,51.5,2017-05-16
housewares,34.9,2017-05-16
market_place,26.0,2017-05-16
toys,145.9,2017-05-16
toys,113.9,2017-05-16
fashion_bags_accessories,79.9,2017-05-16
housewares,47.99,2017-05-16
market_place,95.9,2017-05-16
watches_gifts,27.9,2017-05-16
cool_stuff,50.99,2017-05-16
furniture_decor,199.9,2017-05-16
bed_bath_table,89.9,2017-05-16
audio,79.99,2017-05-16
telephony,13.98,2017-05-16
office_furniture,124.99,2017-05-16
auto,169.0,2017-05-16
housewares,152.9,2017-05-16
computers_accessories,31.9,2017-05-16
sports_leisure,155.0,2017-05-16
baby,50.0,2017-05-16
electronics,39.0,2017-05-16
housewares,72.69,2017-05-16
housewares,69.5,2017-05-16
auto,59.99,2017-05-16
housewares,25.0,2017-05-16
small_appliances,39.99,2017-05-16
toys,109.0,2017-05-16
small_appliances,39.99,2017-05-16
cool_stuff,199.99,2017-05-16
furniture_decor,74.9,2017-05-16
garden_tools,63.9,2017-05-16
sports_leisure,99.7,2017-05-16
cool_stuff,105.6,2017-05-16
fashion_bags_accessories,69.9,2017-05-16
housewares,29.9,2017-05-16
home_confort,299.0,2017-05-16
bed_bath_table,89.9,2017-05-16
fashio_female_clothing,54.9,2017-05-16
bed_bath_table,89.9,2017-05-16
market_place,189.9,2017-05-16
stationery,63.0,2017-05-16
computers_accessories,199.9,2017-05-16
housewares,69.9,2017-05-16
luggage_accessories,259.9,2017-05-16
health_beauty,34.0,2017-05-16
cool_stuff,99.99,2017-05-16
stationery,159.0,2017-05-16
telephony,16.99,2017-05-16
housewares,89.99,2017-05-16
bed_bath_table,74.9,2017-05-16
perfumery,169.0,2017-05-16
consoles_games,65.0,2017-05-16
consoles_games,239.99,2017-05-17
toys,89.9,2017-05-17
telephony,18.99,2017-05-17
housewares,59.9,2017-05-17
furniture_decor,62.9,2017-05-17
housewares,85.99,2017-05-17
housewares,34.9,2017-05-17
cool_stuff,44.9,2017-05-17
auto,1199.9,2017-05-17
electronics,155.5,2017-05-17
fashion_bags_accessories,24.9,2017-05-17
housewares,149.0,2017-05-17
stationery,29.9,2017-05-17
stationery,29.9,2017-05-17
audio,89.9,2017-05-17
audio,89.9,2017-05-17
sports_leisure,50.0,2017-05-17
home_appliances,72.0,2017-05-17
telephony,39.9,2017-05-17
fashion_bags_accessories,12.0,2017-05-17
health_beauty,66.9,2017-05-17
fashion_bags_accessories,30.0,2017-05-17
fixed_telephony,39.0,2017-05-17
furniture_decor,49.0,2017-05-17
telephony,18.9,2017-05-17
luggage_accessories,102.9,2017-05-17
toys,49.9,2017-05-17
toys,49.9,2017-05-17
sports_leisure,150.0,2017-05-17
bed_bath_table,17.9,2017-05-17
housewares,61.88,2017-05-17
telephony,13.98,2017-05-17
cool_stuff,31.9,2017-05-17
bed_bath_table,160.0,2017-05-17
computers_accessories,18.0,2017-05-17
computers_accessories,175.91,2017-05-17
sports_leisure,29.9,2017-05-17
computers_accessories,349.0,2017-05-17
perfumery,169.0,2017-05-17
auto,241.1,2017-05-17
bed_bath_table,89.9,2017-05-17
bed_bath_table,89.9,2017-05-17
housewares,152.9,2017-05-17
musical_instruments,2109.9,2017-05-17
home_confort,14.0,2017-05-17
audio,79.0,2017-05-17
bed_bath_table,17.99,2017-05-17
toys,49.9,2017-05-17
furniture_living_room,655.0,2017-05-17
baby,109.9,2017-05-17
baby,109.9,2017-05-17
telephony,12.5,2017-05-17
telephony,12.5,2017-05-17
perfumery,122.99,2017-05-17
housewares,69.9,2017-05-17
toys,87.9,2017-05-17
housewares,74.85,2017-05-17
housewares,74.85,2017-05-17
sports_leisure,69.9,2017-05-17
toys,44.95,2017-05-17
sports_leisure,190.0,2017-05-17
health_beauty,239.8,2017-05-17
garden_tools,49.9,2017-05-17
garden_tools,49.9,2017-05-17
computers_accessories,12.88,2017-05-17
furniture_decor,59.9,2017-05-17
computers_accessories,52.99,2017-05-17
health_beauty,34.99,2017-05-17
furniture_decor,73.9,2017-05-17
furniture_decor,67.9,2017-05-17
stationery,69.9,2017-05-17
furniture_decor,45.9,2017-05-17
furniture_decor,45.9,2017-05-17
bed_bath_table,21.9,2017-05-17
computers_accessories,175.9,2017-05-17
computers_accessories,175.9,2017-05-17
sports_leisure,99.7,2017-05-17
fixed_telephony,18.99,2017-05-17
health_beauty,98.0,2017-05-17
furniture_decor,16.9,2017-05-17
telephony,18.9,2017-05-17
computers_accessories,220.0,2017-05-17
home_confort,89.9,2017-05-17
garden_tools,179.9,2017-05-17
computers_accessories,31.9,2017-05-17
furniture_decor,45.9,2017-05-17
fashion_bags_accessories,79.9,2017-05-17
health_beauty,64.99,2017-05-17
housewares,187.57,2017-05-17
computers_accessories,99.0,2017-05-17
housewares,47.25,2017-05-17
telephony,73.99,2017-05-17
telephony,73.99,2017-05-17
telephony,15.99,2017-05-17
sports_leisure,142.9,2017-05-17
baby,110.0,2017-05-17
housewares,27.9,2017-05-17
furniture_decor,59.0,2017-05-17
furniture_decor,59.0,2017-05-17
toys,129.9,2017-05-17
housewares,59.9,2017-05-17
fashion_underwear_beach,5.9,2017-05-17
audio,129.9,2017-05-17
garden_tools,219.0,2017-05-17
pet_shop,135.9,2017-05-17
garden_tools,34.99,2017-05-17
housewares,59.9,2017-05-17
pet_shop,38.33,2017-05-17
housewares,87.5,2017-05-17
fashion_childrens_clothes,110.0,2017-05-17
toys,139.9,2017-05-17
housewares,16.99,2017-05-17
housewares,16.99,2017-05-17
baby,240.0,2017-05-17
computers_accessories,31.9,2017-05-17
perfumery,349.9,2017-05-17
cool_stuff,39.9,2017-05-17
telephony,15.99,2017-05-17
watches_gifts,1250.0,2017-05-17
computers_accessories,39.9,2017-05-17
watches_gifts,267.76,2017-05-17
health_beauty,126.0,2017-05-17
housewares,17.38,2017-05-17
toys,51.4,2017-05-17
toys,48.9,2017-05-17
fashion_shoes,35.9,2017-05-17
housewares,44.9,2017-05-17
perfumery,219.99,2017-05-17
computers_accessories,105.0,2017-05-17
pet_shop,99.9,2017-05-17
sports_leisure,119.9,2017-05-17
furniture_living_room,103.97,2017-05-17
fashion_bags_accessories,30.0,2017-05-17
fashion_bags_accessories,49.9,2017-05-17
computers_accessories,175.91,2017-05-17
cool_stuff,139.9,2017-05-17
health_beauty,27.5,2017-05-17
cool_stuff,129.99,2017-05-17
health_beauty,299.99,2017-05-17
auto,143.8,2017-05-17
cool_stuff,129.99,2017-05-17
baby,49.9,2017-05-17
baby,39.9,2017-05-17
sports_leisure,69.9,2017-05-17
bed_bath_table,59.99,2017-05-17
sports_leisure,115.0,2017-05-17
furniture_decor,72.9,2017-05-17
cool_stuff,139.9,2017-05-17
garden_tools,99.0,2017-05-17
bed_bath_table,19.9,2017-05-17
furniture_decor,79.99,2017-05-17
bed_bath_table,19.9,2017-05-17
housewares,7.9,2017-05-17
audio,98.0,2017-05-17
cool_stuff,99.99,2017-05-17
cool_stuff,99.99,2017-05-17
toys,68.0,2017-05-17
fashion_bags_accessories,49.0,2017-05-18
bed_bath_table,39.9,2017-05-18
auto,20.0,2017-05-18
toys,48.9,2017-05-18
health_beauty,19.9,2017-05-18
computers_accessories,220.0,2017-05-18
fashion_shoes,99.9,2017-05-18
computers_accessories,93.9,2017-05-18
computers_accessories,89.0,2017-05-18
baby,39.9,2017-05-18
consoles_games,29.99,2017-05-18
bed_bath_table,199.9,2017-05-18
cool_stuff,199.99,2017-05-18
fashion_bags_accessories,69.99,2017-05-18
art,69.9,2017-05-18
furniture_decor,45.9,2017-05-18
cool_stuff,99.99,2017-05-18
fashion_bags_accessories,39.99,2017-05-18
watches_gifts,899.99,2017-05-18
garden_tools,135.0,2017-05-18
computers_accessories,97.0,2017-05-18
stationery,189.0,2017-05-18
cool_stuff,129.99,2017-05-18
toys,25.0,2017-05-18
sports_leisure,27.55,2017-05-18
