product_category_en,review_score,order_purchase_timestamp,review
furniture_decor,5,2017-07-17,Good
garden_tools,5,2017-03-17,Good
audio,5,2018-08-15,Good
,5,2018-07-25,Good
toys,4,2017-05-04,Good
electronics,4,2018-05-05,Good
sports_leisure,5,2018-01-08,Good
furniture_decor,5,2017-04-01,Good
garden_tools,4,2018-01-20,Good
sports_leisure,5,2017-12-04,Good
furniture_decor,5,2017-12-02,Good
furniture_decor,4,2017-06-26,Good
electronics,4,2017-07-11,Good
fashion_sport,5,2017-06-29,Good
small_appliances,5,2017-12-12,Good
telephony,1,2017-09-21,Bad
watches_gifts,5,2018-07-06,Good
computers_accessories,5,2018-04-28,Good
computers_accessories,5,2018-04-28,Good
sports_leisure,5,2017-05-10,Good
home_construction,5,2018-07-26,Good
pet_shop,5,2018-06-29,Good
sports_leisure,5,2018-08-13,Good
sports_leisure,5,2018-08-13,Good
fixed_telephony,5,2017-04-15,Good
bed_bath_table,5,2018-05-23,Good
toys,5,2017-05-17,Good
electronics,5,2018-06-26,Good
housewares,4,2018-02-12,Good
computers_accessories,5,2018-01-26,Good
computers_accessories,5,2018-01-26,Good
computers_accessories,5,2018-01-26,Good
audio,4,2018-03-29,Good
bed_bath_table,5,2017-03-20,Good
stationery,5,2018-07-25,Good
bed_bath_table,2,2018-01-14,Bad
furniture_decor,4,2018-05-26,Good
housewares,5,2017-11-03,Good
watches_gifts,5,2018-05-01,Good
health_beauty,5,2018-02-08,Good
bed_bath_table,4,2017-05-29,Good
bed_bath_table,3,2017-05-16,Bad
bed_bath_table,3,2017-05-16,Bad
auto,5,2017-06-07,Good
auto,5,2017-06-07,Good
stationery,1,2018-03-19,Bad
electronics,1,2018-05-15,Bad
housewares,5,2017-09-03,Good
toys,4,2016-10-06,Good
pet_shop,4,2017-10-12,Good
sports_leisure,5,2018-01-02,Good
watches_gifts,5,2017-11-16,Good
health_beauty,5,2018-02-15,Good
computers_accessories,1,2017-02-27,Bad
auto,4,2017-12-28,Good
books_technical,5,2018-05-23,Good
housewares,3,2018-05-19,Bad
housewares,4,2017-06-12,Good
small_appliances,5,2017-05-14,Good
consoles_games,4,2017-12-03,Good
electronics,5,2018-03-04,Good
drinks,5,2018-04-25,Good
computers_accessories,1,2017-11-22,Bad
consoles_games,4,2017-11-14,Good
watches_gifts,5,2018-01-16,Good
sports_leisure,1,2018-04-25,Bad
sports_leisure,3,2017-04-23,Bad
,5,2017-03-02,Good
baby,5,2017-04-06,Good
pet_shop,4,2017-05-15,Good
housewares,3,2018-08-14,Bad
computers_accessories,5,2018-08-11,Good
watches_gifts,5,2018-06-12,Good
home_appliances,5,2018-05-21,Good
health_beauty,4,2017-10-16,Good
health_beauty,4,2017-10-16,Good
health_beauty,1,2017-10-16,Bad
health_beauty,1,2017-10-16,Bad
small_appliances,4,2018-04-08,Good
toys,4,2018-02-20,Good
bed_bath_table,5,2018-06-04,Good
bed_bath_table,5,2018-06-04,Good
housewares,5,2018-05-07,Good
bed_bath_table,1,2018-01-26,Bad
bed_bath_table,1,2018-01-26,Bad
bed_bath_table,1,2018-01-26,Bad
sports_leisure,5,2017-10-22,Good
housewares,5,2018-02-12,Good
computers_accessories,5,2018-04-28,Good
perfumery,5,2017-04-05,Good
health_beauty,3,2018-08-14,Bad
health_beauty,5,2018-07-18,Good
bed_bath_table,4,2018-01-25,Good
cool_stuff,5,2017-08-02,Good
cool_stuff,5,2017-08-02,Good
construction_tools_construction,5,2018-05-03,Good
housewares,3,2017-12-16,Bad
furniture_decor,5,2018-02-03,Good
computers_accessories,5,2018-05-12,Good
auto,5,2018-07-31,Good
bed_bath_table,5,2018-02-04,Good
bed_bath_table,5,2018-02-04,Good
toys,5,2018-02-24,Good
computers_accessories,3,2018-08-01,Bad
perfumery,5,2016-10-07,Good
sports_leisure,1,2017-03-12,Bad
perfumery,5,2018-08-13,Good
health_beauty,4,2018-08-10,Good
furniture_decor,5,2017-05-12,Good
computers_accessories,1,2018-03-19,Bad
sports_leisure,5,2017-02-25,Good
bed_bath_table,4,2017-01-29,Good
telephony,5,2018-04-12,Good
cool_stuff,5,2018-05-14,Good
housewares,3,2017-11-26,Bad
musical_instruments,5,2018-04-17,Good
telephony,5,2017-04-24,Good
musical_instruments,5,2018-01-14,Good
computers_accessories,5,2018-01-14,Good
watches_gifts,4,2017-11-26,Good
christmas_supplies,5,2017-12-12,Good
furniture_decor,4,2017-08-20,Good
housewares,5,2017-07-31,Good
baby,1,2018-01-03,Bad
food,1,2018-02-02,Bad
food,1,2018-02-02,Bad
food,1,2018-02-02,Bad
food,1,2018-02-02,Bad
food,1,2018-02-02,Bad
auto,5,2018-07-17,Good
electronics,3,2018-01-19,Bad
construction_tools_construction,5,2018-06-25,Good
cool_stuff,5,2018-04-11,Good
perfumery,5,2018-08-15,Good
housewares,5,2018-05-15,Good
housewares,5,2018-05-15,Good
sports_leisure,1,2018-08-09,Bad
computers_accessories,1,2018-08-13,Bad
auto,4,2018-04-12,Good
garden_tools,5,2018-01-05,Good
auto,5,2018-03-22,Good
bed_bath_table,3,2018-06-17,Bad
bed_bath_table,3,2018-06-17,Bad
bed_bath_table,3,2018-06-17,Bad
kitchen_dining_laundry_garden_furniture,4,2017-10-20,Good
computers_accessories,1,2017-10-23,Bad
auto,5,2018-07-02,Good
computers_accessories,5,2018-08-02,Good
auto,5,2018-06-22,Good
health_beauty,4,2018-05-16,Good
computers_accessories,3,2018-04-25,Bad
computers_accessories,5,2018-08-19,Good
cool_stuff,5,2017-10-15,Good
garden_tools,5,2018-05-02,Good
consoles_games,5,2017-10-21,Good
small_appliances,5,2018-04-22,Good
telephony,4,2017-05-09,Good
health_beauty,5,2017-09-09,Good
health_beauty,5,2017-04-11,Good
auto,5,2018-05-16,Good
telephony,3,2017-09-06,Bad
sports_leisure,1,2017-08-04,Bad
furniture_decor,4,2018-03-27,Good
furniture_decor,4,2018-03-27,Good
cool_stuff,5,2017-08-30,Good
luggage_accessories,5,2017-09-29,Good
stationery,4,2018-04-13,Good
furniture_decor,5,2017-12-16,Good
watches_gifts,5,2018-04-04,Good
computers_accessories,4,2018-02-19,Good
computers_accessories,4,2018-02-19,Good
sports_leisure,5,2018-05-14,Good
bed_bath_table,4,2017-03-07,Good
fashion_bags_accessories,4,2018-03-25,Good
computers_accessories,1,2018-08-07,Bad
computers_accessories,1,2018-08-07,Bad
computers_accessories,1,2018-08-07,Bad
computers_accessories,1,2018-08-07,Bad
computers_accessories,1,2018-08-07,Bad
computers_accessories,1,2018-08-07,Bad
cool_stuff,5,2017-06-30,Good
cool_stuff,4,2017-04-23,Good
pet_shop,4,2018-04-08,Good
food,5,2018-08-05,Good
audio,5,2018-07-22,Good
housewares,5,2018-06-30,Good
sports_leisure,5,2018-06-05,Good
telephony,4,2017-06-27,Good
baby,4,2017-06-27,Good
sports_leisure,5,2018-03-16,Good
industry_commerce_and_business,4,2018-04-27,Good
housewares,5,2017-11-24,Good
health_beauty,5,2018-05-02,Good
electronics,4,2018-05-03,Good
furniture_decor,5,2018-07-20,Good
construction_tools_construction,3,2018-06-06,Bad
housewares,5,2018-07-09,Good
sports_leisure,5,2017-10-10,Good
consoles_games,5,2018-08-12,Good
telephony,5,2017-12-07,Good
sports_leisure,5,2018-02-05,Good
stationery,4,2018-01-27,Good
stationery,4,2018-01-27,Good
sports_leisure,5,2018-03-25,Good
bed_bath_table,5,2018-08-16,Good
audio,5,2018-04-01,Good
sports_leisure,5,2017-04-03,Good
signaling_and_security,3,2018-08-02,Bad
signaling_and_security,3,2018-08-02,Bad
,5,2017-11-22,Good
auto,5,2018-06-26,Good
consoles_games,5,2017-08-20,Good
housewares,3,2018-05-04,Bad
housewares,5,2017-11-16,Good
housewares,5,2018-03-25,Good
pet_shop,5,2017-05-07,Good
electronics,1,2017-05-31,Bad
health_beauty,5,2018-02-19,Good
furniture_living_room,5,2017-11-24,Good
bed_bath_table,1,2017-04-29,Bad
bed_bath_table,1,2017-04-29,Bad
watches_gifts,5,2018-01-31,Good
bed_bath_table,2,2017-09-01,Bad
housewares,5,2017-07-24,Good
garden_tools,5,2017-03-23,Good
garden_tools,5,2017-03-23,Good
bed_bath_table,4,2017-11-27,Good
baby,5,2018-08-17,Good
housewares,5,2017-10-02,Good
health_beauty,5,2018-07-02,Good
furniture_decor,4,2018-01-08,Good
cool_stuff,4,2018-01-08,Good
garden_tools,5,2017-11-01,Good
construction_tools_safety,5,2018-02-03,Good
health_beauty,3,2018-08-24,Bad
telephony,1,2018-02-12,Bad
telephony,1,2018-02-12,Bad
furniture_decor,5,2018-04-29,Good
watches_gifts,5,2017-11-02,Good
home_appliances,5,2018-02-14,Good
computers_accessories,5,2018-03-01,Good
computers_accessories,5,2018-03-01,Good
toys,5,2017-09-26,Good
computers_accessories,5,2018-07-28,Good
fashion_bags_accessories,3,2018-03-26,Bad
sports_leisure,4,2017-06-29,Good
bed_bath_table,3,2017-12-15,Bad
computers_accessories,4,2017-10-02,Good
furniture_decor,4,2017-09-28,Good
electronics,4,2017-05-20,Good
health_beauty,5,2017-11-21,Good
office_furniture,3,2018-01-19,Bad
office_furniture,3,2018-01-19,Bad
office_furniture,1,2018-01-30,Bad
office_furniture,1,2018-01-30,Bad
office_furniture,1,2018-01-30,Bad
office_furniture,1,2018-01-30,Bad
office_furniture,1,2018-01-30,Bad
office_furniture,1,2018-01-30,Bad
bed_bath_table,5,2018-03-28,Good
cool_stuff,5,2017-07-17,Good
health_beauty,4,2017-08-31,Good
stationery,4,2017-11-14,Good
auto,5,2018-08-16,Good
home_appliances_2,5,2017-08-16,Good
computers_accessories,5,2017-12-26,Good
bed_bath_table,4,2017-05-09,Good
home_construction,5,2018-05-20,Good
home_construction,5,2018-05-20,Good
watches_gifts,4,2018-08-16,Good
health_beauty,5,2017-08-06,Good
bed_bath_table,5,2017-03-08,Good
computers_accessories,5,2017-02-12,Good
health_beauty,1,2018-03-15,Bad
bed_bath_table,4,2018-03-13,Good
luggage_accessories,5,2017-07-06,Good
electronics,5,2018-03-07,Good
electronics,5,2018-03-07,Good
furniture_decor,1,2017-08-07,Bad
furniture_decor,1,2017-08-07,Bad
furniture_decor,1,2017-08-07,Bad
fashion_shoes,5,2018-05-03,Good
pet_shop,5,2018-07-24,Good
health_beauty,5,2017-08-21,Good
housewares,5,2018-04-04,Good
computers_accessories,5,2018-01-12,Good
,5,2017-09-03,Good
housewares,5,2018-04-30,Good
health_beauty,5,2018-02-07,Good
health_beauty,5,2018-02-07,Good
musical_instruments,1,2017-11-24,Bad
bed_bath_table,5,2018-07-07,Good
garden_tools,5,2018-08-13,Good
telephony,5,2018-05-14,Good
bed_bath_table,5,2018-06-11,Good
bed_bath_table,5,2018-06-11,Good
bed_bath_table,5,2018-06-11,Good
sports_leisure,5,2017-05-01,Good
health_beauty,5,2018-03-04,Good
perfumery,1,2017-12-26,Bad
garden_tools,3,2017-06-21,Bad
construction_tools_construction,5,2018-04-23,Good
furniture_decor,4,2018-01-08,Good
home_confort,3,2018-01-09,Bad
health_beauty,5,2017-04-21,Good
computers_accessories,3,2017-10-31,Bad
auto,4,2018-05-10,Good
bed_bath_table,4,2018-06-26,Good
fashion_underwear_beach,4,2017-09-28,Good
fashion_bags_accessories,5,2018-05-08,Good
perfumery,5,2017-10-11,Good
toys,4,2017-11-27,Good
construction_tools_lights,5,2018-07-01,Good
stationery,5,2018-01-27,Good
health_beauty,1,2018-04-22,Bad
housewares,3,2018-06-17,Bad
auto,5,2018-05-14,Good
telephony,4,2018-04-13,Good
bed_bath_table,5,2018-03-03,Good
baby,5,2017-09-19,Good
cool_stuff,5,2018-03-07,Good
watches_gifts,5,2017-05-06,Good
small_appliances_home_oven_and_coffee,4,2018-05-13,Good
books_general_interest,4,2018-02-21,Good
bed_bath_table,3,2018-03-05,Bad
bed_bath_table,3,2018-03-05,Bad
pet_shop,5,2017-08-30,Good
office_furniture,3,2017-04-18,Bad
garden_tools,3,2017-10-19,Bad
garden_tools,3,2017-10-19,Bad
bed_bath_table,5,2017-02-14,Good
bed_bath_table,4,2017-06-29,Good
small_appliances,5,2018-07-02,Good
sports_leisure,1,2017-03-23,Bad
sports_leisure,4,2017-11-11,Good
telephony,5,2018-01-31,Good
housewares,5,2018-05-02,Good
health_beauty,3,2017-10-17,Bad
baby,3,2017-06-14,Bad
health_beauty,5,2017-11-13,Good
perfumery,5,2018-01-29,Good
toys,5,2017-05-25,Good
food,1,2017-11-29,Bad
food,1,2017-11-29,Bad
health_beauty,4,2018-06-06,Good
garden_tools,5,2018-07-27,Good
sports_leisure,1,2018-03-08,Bad
consoles_games,5,2017-12-06,Good
watches_gifts,5,2018-05-27,Good
furniture_decor,1,2017-08-25,Bad
furniture_decor,5,2018-08-06,Good
,4,2017-11-13,Good
sports_leisure,5,2017-10-05,Good
health_beauty,5,2018-06-16,Good
baby,1,2017-11-24,Bad
furniture_decor,4,2017-08-15,Good
stationery,1,2018-02-27,Bad
housewares,5,2017-07-07,Good
baby,1,2018-02-25,Bad
costruction_tools_garden,5,2018-08-05,Good
costruction_tools_garden,5,2018-08-05,Good
telephony,5,2017-11-10,Good
,5,2017-04-01,Good
telephony,4,2017-03-24,Good
furniture_decor,4,2017-12-08,Good
telephony,4,2018-03-23,Good
fashion_underwear_beach,5,2017-08-21,Good
office_furniture,5,2018-07-17,Good
cool_stuff,5,2017-11-27,Good
furniture_living_room,5,2018-05-03,Good
books_general_interest,5,2017-08-30,Good
garden_tools,5,2017-02-23,Good
sports_leisure,5,2018-02-21,Good
health_beauty,3,2017-04-14,Bad
perfumery,5,2017-08-28,Good
auto,1,2018-08-19,Bad
furniture_decor,3,2016-10-06,Bad
sports_leisure,5,2017-05-23,Good
bed_bath_table,4,2017-09-03,Good
housewares,5,2018-07-03,Good
telephony,5,2017-11-29,Good
telephony,5,2017-11-29,Good
health_beauty,5,2018-03-21,Good
housewares,4,2017-11-21,Good
housewares,4,2017-11-21,Good
housewares,4,2017-11-21,Good
sports_leisure,5,2017-11-03,Good
air_conditioning,5,2018-02-24,Good
construction_tools_construction,5,2018-04-23,Good
furniture_decor,5,2018-01-10,Good
bed_bath_table,4,2017-10-26,Good
auto,5,2018-08-18,Good
auto,5,2018-05-08,Good
auto,5,2018-05-08,Good
health_beauty,5,2017-07-07,Good
housewares,4,2018-03-21,Good
costruction_tools_tools,5,2018-03-26,Good
computers_accessories,2,2018-02-19,Bad
computers_accessories,2,2018-02-19,Bad
computers_accessories,2,2018-02-19,Bad
computers_accessories,2,2018-02-19,Bad
computers_accessories,2,2018-02-19,Bad
bed_bath_table,5,2018-02-15,Good
computers_accessories,1,2018-02-22,Bad
perfumery,5,2017-04-03,Good
bed_bath_table,5,2018-08-21,Good
telephony,4,2017-08-15,Good
bed_bath_table,1,2017-11-24,Bad
bed_bath_table,1,2017-11-24,Bad
cool_stuff,4,2017-11-16,Good
auto,2,2018-04-24,Bad
computers_accessories,4,2018-01-18,Good
bed_bath_table,1,2018-06-15,Bad
perfumery,4,2018-03-23,Good
watches_gifts,3,2017-09-01,Bad
pet_shop,1,2017-11-28,Bad
housewares,5,2018-04-11,Good
furniture_decor,5,2018-04-24,Good
baby,5,2018-08-20,Good
cool_stuff,4,2017-11-12,Good
toys,5,2017-09-30,Good
auto,5,2017-08-24,Good
housewares,4,2018-01-15,Good
sports_leisure,5,2017-06-13,Good
sports_leisure,5,2017-06-13,Good
sports_leisure,5,2017-06-13,Good
sports_leisure,5,2017-06-13,Good
housewares,5,2018-05-25,Good
health_beauty,5,2018-02-15,Good
stationery,5,2018-08-26,Good
consoles_games,5,2017-12-01,Good
housewares,5,2017-11-25,Good
auto,5,2018-03-23,Good
consoles_games,1,2018-01-20,Bad
computers_accessories,5,2018-04-02,Good
fashion_bags_accessories,5,2017-12-21,Good
stationery,5,2017-03-29,Good
bed_bath_table,5,2018-08-21,Good
auto,4,2017-08-04,Good
sports_leisure,5,2017-11-24,Good
auto,5,2017-03-15,Good
baby,5,2018-05-31,Good
luggage_accessories,5,2017-06-25,Good
auto,5,2018-06-25,Good
sports_leisure,5,2017-05-14,Good
stationery,5,2017-03-22,Good
sports_leisure,5,2017-02-08,Good
sports_leisure,5,2017-02-08,Good
,1,2017-11-22,Bad
telephony,1,2017-11-14,Bad
telephony,1,2017-11-14,Bad
furniture_decor,1,2018-02-25,Bad
,1,2018-02-25,Bad
computers_accessories,5,2017-07-11,Good
sports_leisure,5,2017-12-16,Good
housewares,1,2018-03-08,Bad
housewares,5,2017-12-25,Good
health_beauty,1,2018-02-28,Bad
telephony,5,2017-04-09,Good
toys,1,2018-01-06,Bad
housewares,5,2017-10-22,Good
computers,1,2018-08-14,Bad
furniture_decor,1,2018-08-14,Bad
furniture_decor,1,2018-08-14,Bad
pet_shop,5,2017-04-17,Good
fashion_bags_accessories,5,2017-12-24,Good
cool_stuff,5,2017-12-12,Good
computers_accessories,4,2017-11-27,Good
health_beauty,5,2018-07-09,Good
health_beauty,5,2017-08-01,Good
baby,1,2017-11-20,Bad
stationery,4,2018-08-16,Good
furniture_decor,5,2016-10-08,Good
bed_bath_table,4,2018-02-09,Good
cool_stuff,5,2017-06-20,Good
luggage_accessories,5,2017-06-17,Good
luggage_accessories,5,2017-10-26,Good
luggage_accessories,5,2017-10-26,Good
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
computers_accessories,1,2018-02-22,Bad
cool_stuff,2,2018-01-04,Bad
food_drink,4,2018-08-13,Good
health_beauty,5,2017-08-16,Good
luggage_accessories,5,2018-01-16,Good
garden_tools,5,2017-09-18,Good
garden_tools,5,2017-09-18,Good
cool_stuff,5,2017-08-27,Good
food,5,2017-08-26,Good
fixed_telephony,5,2017-08-26,Good
bed_bath_table,1,2017-07-04,Bad
computers_accessories,2,2018-02-23,Bad
perfumery,3,2018-03-13,Bad
pet_shop,5,2017-07-29,Good
bed_bath_table,5,2018-01-07,Good
bed_bath_table,5,2018-01-07,Good
health_beauty,5,2017-11-06,Good
perfumery,1,2018-02-14,Bad
home_confort,5,2017-05-23,Good
furniture_decor,1,2017-05-15,Bad
toys,4,2018-05-30,Good
sports_leisure,5,2018-03-26,Good
sports_leisure,5,2018-03-26,Good
housewares,5,2017-06-20,Good
garden_tools,3,2017-09-10,Bad
toys,5,2017-09-10,Good
auto,5,2018-07-30,Good
toys,5,2018-05-21,Good
construction_tools_construction,5,2018-01-24,Good
garden_tools,5,2018-02-06,Good
health_beauty,1,2018-07-30,Bad
bed_bath_table,3,2017-12-10,Bad
small_appliances,5,2017-08-15,Good
computers,5,2017-08-30,Good
bed_bath_table,4,2018-04-21,Good
toys,5,2017-11-25,Good
health_beauty,4,2018-08-09,Good
health_beauty,5,2016-10-06,Good
,5,2017-12-09,Good
watches_gifts,5,2017-11-24,Good
bed_bath_table,5,2017-10-31,Good
electronics,4,2018-07-23,Good
cool_stuff,1,2017-02-28,Bad
small_appliances,5,2018-08-03,Good
drinks,5,2018-05-24,Good
cool_stuff,3,2018-02-25,Bad
,4,2018-04-11,Good
,4,2018-04-11,Good
sports_leisure,5,2017-08-17,Good
cool_stuff,2,2018-02-23,Bad
computers_accessories,1,2018-02-18,Bad
computers_accessories,1,2018-02-18,Bad
computers_accessories,1,2018-02-18,Bad
books_general_interest,5,2018-08-03,Good
perfumery,4,2018-04-14,Good
art,1,2018-08-17,Bad
health_beauty,5,2018-08-08,Good
sports_leisure,5,2018-01-08,Good
sports_leisure,5,2018-03-23,Good
toys,3,2017-10-06,Bad
food,5,2018-08-06,Good
,5,2018-03-27,Good
pet_shop,5,2017-10-08,Good
food,5,2018-05-30,Good
consoles_games,4,2018-05-16,Good
auto,5,2018-05-09,Good
fixed_telephony,4,2017-12-01,Good
computers_accessories,5,2018-03-26,Good
computers_accessories,5,2018-03-26,Good
watches_gifts,4,2018-08-15,Good
health_beauty,5,2017-01-06,Good
auto,5,2018-06-28,Good
computers_accessories,5,2018-06-05,Good
computers_accessories,5,2018-06-05,Good
sports_leisure,4,2018-03-21,Good
electronics,5,2018-02-14,Good
stationery,5,2018-01-12,Good
watches_gifts,5,2018-04-18,Good
sports_leisure,5,2017-12-20,Good
musical_instruments,5,2018-02-23,Good
sports_leisure,3,2017-11-24,Bad
toys,5,2017-10-01,Good
health_beauty,3,2018-01-11,Bad
health_beauty,3,2018-01-11,Bad
computers_accessories,5,2017-07-17,Good
sports_leisure,4,2017-05-04,Good
office_furniture,5,2018-05-03,Good
housewares,5,2018-06-30,Good
health_beauty,4,2017-10-02,Good
health_beauty,5,2018-05-03,Good
sports_leisure,3,2018-05-14,Bad
health_beauty,3,2017-12-19,Bad
garden_tools,4,2018-05-15,Good
bed_bath_table,5,2017-10-28,Good
auto,4,2018-02-17,Good
furniture_decor,5,2018-05-16,Good
sports_leisure,5,2018-07-30,Good
art,3,2018-07-16,Bad
sports_leisure,4,2017-02-09,Good
bed_bath_table,5,2017-11-14,Good
telephony,5,2018-02-25,Good
audio,5,2018-03-05,Good
watches_gifts,1,2017-09-04,Bad
bed_bath_table,5,2018-01-29,Good
electronics,5,2018-05-05,Good
telephony,3,2018-08-03,Bad
bed_bath_table,5,2017-05-07,Good
toys,5,2017-05-08,Good
arts_and_craftmanship,5,2017-05-08,Good
health_beauty,3,2018-03-05,Bad
electronics,5,2018-02-22,Good
toys,5,2018-06-08,Good
perfumery,5,2017-04-15,Good
office_furniture,4,2017-07-07,Good
sports_leisure,5,2018-05-03,Good
sports_leisure,5,2017-12-11,Good
sports_leisure,5,2017-12-11,Good
sports_leisure,5,2017-12-11,Good
furniture_decor,4,2018-05-04,Good
furniture_decor,4,2018-05-04,Good
telephony,3,2018-05-07,Bad
auto,5,2017-11-28,Good
drinks,5,2017-12-25,Good
bed_bath_table,1,2018-06-29,Bad
cool_stuff,4,2018-04-21,Good
toys,5,2017-11-05,Good
garden_tools,5,2017-09-02,Good
cool_stuff,5,2018-01-11,Good
stationery,2,2017-12-29,Bad
industry_commerce_and_business,3,2018-05-05,Bad
costruction_tools_garden,5,2017-10-18,Good
auto,4,2018-05-09,Good
small_appliances_home_oven_and_coffee,5,2018-04-30,Good
computers_accessories,5,2018-06-11,Good
housewares,5,2018-07-17,Good
health_beauty,5,2017-08-03,Good
music,5,2017-01-05,Good
watches_gifts,5,2018-07-01,Good
,5,2018-02-05,Good
fashion_bags_accessories,5,2017-05-02,Good
watches_gifts,4,2017-12-04,Good
sports_leisure,5,2018-03-28,Good
sports_leisure,5,2018-01-13,Good
sports_leisure,5,2017-12-07,Good
fashion_shoes,5,2018-07-21,Good
consoles_games,2,2017-12-14,Bad
home_construction,4,2017-12-27,Good
telephony,5,2018-07-27,Good
watches_gifts,5,2018-02-05,Good
watches_gifts,5,2018-02-05,Good
housewares,2,2018-04-09,Bad
stationery,5,2017-11-11,Good
health_beauty,4,2018-05-17,Good
toys,5,2017-10-11,Good
computers_accessories,5,2017-02-16,Good
furniture_decor,4,2017-11-28,Good
health_beauty,4,2017-05-12,Good
cool_stuff,1,2018-06-09,Bad
housewares,5,2017-03-06,Good
pet_shop,5,2018-06-12,Good
health_beauty,5,2018-03-20,Good
health_beauty,5,2018-03-20,Good
sports_leisure,1,2017-02-08,Bad
housewares,5,2017-05-21,Good
perfumery,5,2018-01-22,Good
health_beauty,5,2018-04-28,Good
perfumery,3,2017-04-21,Bad
watches_gifts,5,2018-08-01,Good
bed_bath_table,5,2017-11-07,Good
cool_stuff,4,2017-07-05,Good
home_confort,3,2018-03-15,Bad
toys,1,2017-09-05,Bad
toys,1,2017-09-05,Bad
stationery,4,2017-12-05,Good
bed_bath_table,5,2017-09-13,Good
telephony,5,2018-03-07,Good
sports_leisure,1,2018-04-25,Bad
housewares,4,2018-03-11,Good
electronics,3,2018-06-03,Bad
musical_instruments,3,2018-02-02,Bad
toys,5,2018-05-20,Good
watches_gifts,4,2017-05-09,Good
sports_leisure,4,2018-04-05,Good
sports_leisure,4,2018-04-05,Good
computers_accessories,1,2018-04-12,Bad
bed_bath_table,1,2017-12-30,Bad
sports_leisure,5,2018-06-25,Good
home_appliances_2,4,2018-05-05,Good
cool_stuff,5,2018-01-31,Good
health_beauty,1,2017-07-17,Bad
health_beauty,1,2017-07-17,Bad
watches_gifts,4,2018-03-13,Good
furniture_decor,5,2017-11-18,Good
furniture_decor,5,2017-11-18,Good
furniture_decor,5,2017-11-18,Good
computers_accessories,3,2018-05-23,Bad
perfumery,5,2018-01-18,Good
office_furniture,1,2017-07-27,Bad
office_furniture,1,2017-07-27,Bad
housewares,1,2017-11-24,Bad
health_beauty,1,2018-08-17,Bad
computers_accessories,4,2017-07-06,Good
sports_leisure,4,2018-01-30,Good
audio,5,2018-06-25,Good
health_beauty,1,2018-01-22,Bad
housewares,5,2017-06-20,Good
electronics,1,2017-09-24,Bad
,5,2017-05-23,Good
pet_shop,5,2017-08-31,Good
bed_bath_table,5,2018-08-02,Good
watches_gifts,5,2017-12-01,Good
musical_instruments,5,2017-10-17,Good
musical_instruments,5,2017-10-17,Good
musical_instruments,5,2017-10-17,Good
musical_instruments,5,2017-10-17,Good
musical_instruments,5,2017-10-17,Good
musical_instruments,5,2017-10-17,Good
health_beauty,4,2018-08-10,Good
toys,5,2018-03-28,Good
computers_accessories,1,2018-08-04,Bad
sports_leisure,5,2018-02-21,Good
housewares,5,2017-03-17,Good
sports_leisure,5,2017-08-31,Good
furniture_decor,5,2018-02-23,Good
health_beauty,5,2017-03-21,Good
telephony,2,2018-05-05,Bad
telephony,2,2018-05-05,Bad
bed_bath_table,3,2018-06-04,Bad
auto,5,2018-07-26,Good
bed_bath_table,5,2018-05-20,Good
watches_gifts,5,2017-09-13,Good
sports_leisure,1,2017-05-11,Bad
cool_stuff,1,2017-11-25,Bad
health_beauty,5,2017-07-19,Good
sports_leisure,5,2017-11-17,Good
sports_leisure,5,2017-11-17,Good
toys,1,2017-09-21,Bad
toys,1,2017-09-21,Bad
baby,1,2017-09-21,Bad
office_furniture,1,2018-03-05,Bad
office_furniture,1,2018-03-05,Bad
office_furniture,1,2018-03-05,Bad
office_furniture,1,2018-03-05,Bad
office_furniture,1,2018-03-05,Bad
office_furniture,1,2018-03-05,Bad
health_beauty,4,2018-06-04,Good
health_beauty,5,2018-07-11,Good
furniture_decor,1,2017-04-24,Bad
baby,5,2017-07-28,Good
baby,5,2018-06-18,Good
drinks,5,2018-05-03,Good
baby,5,2017-08-01,Good
housewares,1,2017-09-30,Bad
housewares,1,2017-09-30,Bad
housewares,1,2017-09-30,Bad
bed_bath_table,5,2017-02-03,Good
computers,5,2017-09-18,Good
perfumery,5,2017-12-07,Good
stationery,5,2017-12-18,Good
bed_bath_table,5,2018-07-27,Good
bed_bath_table,5,2018-07-27,Good
health_beauty,1,2018-02-03,Bad
toys,5,2018-08-11,Good
luggage_accessories,5,2018-08-02,Good
bed_bath_table,5,2017-11-16,Good
luggage_accessories,1,2018-08-03,Bad
furniture_decor,3,2018-08-11,Bad
watches_gifts,2,2017-07-28,Bad
stationery,3,2018-07-28,Bad
electronics,1,2018-06-29,Bad
electronics,1,2018-06-29,Bad
