product_category_en,Revenue,Freight Costs,Order_Date
furniture_decor,259.9,43.96,2017-11-04
cool_stuff,146.99,13.58,2017-11-04
food_drink,215.56,21.91,2017-11-04
health_beauty,75.0,29.94,2017-11-04
auto,799.99,217.53,2017-11-04
bed_bath_table,134.99,25.78,2017-11-04
computers,1437.0,42.51,2017-11-04
consoles_games,38.0,15.1,2017-11-04
construction_tools_safety,199.9,16.15,2017-11-04
bed_bath_table,60.0,12.76,2017-11-04
construction_tools_safety,37.9,15.1,2017-11-04
bed_bath_table,99.9,17.95,2017-11-04
toys,299.0,18.53,2017-11-04
computers_accessories,31.9,14.1,2017-11-04
fashion_male_clothing,59.9,15.17,2017-11-04
cool_stuff,50.34,7.78,2017-11-04
housewares,86.98,21.1,2017-11-04
sports_leisure,13.99,7.78,2017-11-04
health_beauty,47.49,8.72,2017-11-04
fashion_bags_accessories,34.9,12.48,2017-11-04
,103.9,12.43,2017-11-04
cool_stuff,599.9,23.44,2017-11-04
cool_stuff,25.0,15.79,2017-11-04
housewares,39.0,9.34,2017-11-04
baby,34.9,14.1,2017-11-04
perfumery,288.0,16.77,2017-11-04
electronics,19.9,12.48,2017-11-04
stationery,179.0,57.92,2017-11-04
watches_gifts,374.8,9.56,2017-11-04
garden_tools,59.9,17.67,2017-11-04
health_beauty,79.9,14.29,2017-11-04
housewares,5.9,15.11,2017-11-04
garden_tools,799.99,36.35,2017-11-04
furniture_decor,45.9,12.69,2017-11-04
health_beauty,59.49,17.67,2017-11-04
housewares,487.99,26.29,2017-11-04
watches_gifts,29.0,14.1,2017-11-04
watches_gifts,29.0,14.1,2017-11-04
furniture_decor,45.9,12.69,2017-11-04
sports_leisure,217.0,29.92,2017-11-04
bed_bath_table,89.9,17.88,2017-11-04
bed_bath_table,149.9,21.54,2017-11-04
health_beauty,200.0,31.2,2017-11-04
cool_stuff,249.9,69.22,2017-11-04
sports_leisure,65.0,8.72,2017-11-04
perfumery,56.99,8.72,2017-11-04
construction_tools_safety,81.9,15.32,2017-11-04
garden_tools,59.9,17.67,2017-11-04
home_confort,499.0,56.09,2017-11-04
telephony,24.99,15.1,2017-11-04
toys,70.97,17.75,2017-11-04
bed_bath_table,45.9,16.11,2017-11-04
housewares,49.28,12.69,2017-11-04
watches_gifts,35.0,7.78,2017-11-04
bed_bath_table,59.99,16.18,2017-11-04
garden_tools,59.9,17.67,2017-11-04
garden_tools,59.9,17.67,2017-11-04
bed_bath_table,121.97,19.09,2017-11-04
bed_bath_table,121.97,19.09,2017-11-04
bed_bath_table,121.97,19.09,2017-11-04
toys,39.0,12.69,2017-11-04
baby,50.0,16.11,2017-11-04
sports_leisure,149.9,25.89,2017-11-04
housewares,69.9,17.77,2017-11-04
cool_stuff,146.99,20.52,2017-11-04
audio,76.89,15.98,2017-11-04
watches_gifts,129.0,15.65,2017-11-04
perfumery,142.5,12.5,2017-11-04
telephony,89.0,8.37,2017-11-04
bed_bath_table,80.0,28.96,2017-11-04
sports_leisure,65.0,8.72,2017-11-04
health_beauty,49.9,16.11,2017-11-04
furniture_decor,87.85,36.68,2017-11-04
bed_bath_table,89.9,2.29,2017-11-04
cool_stuff,146.99,20.52,2017-11-04
electronics,35.99,11.85,2017-11-04
telephony,24.9,11.85,2017-11-04
watches_gifts,689.0,22.07,2017-11-04
fashion_male_clothing,49.9,15.11,2017-11-04
perfumery,53.78,16.14,2017-11-04
garden_tools,59.9,17.67,2017-11-04
office_furniture,118.9,53.19,2017-11-04
auto,1199.9,34.72,2017-11-04
health_beauty,79.9,14.29,2017-11-04
health_beauty,19.99,0.05,2017-11-04
costruction_tools_tools,29.9,14.08,2017-11-04
cool_stuff,199.0,20.63,2017-11-04
watches_gifts,126.68,18.17,2017-11-04
toys,93.55,12.15,2017-11-04
perfumery,16.9,14.1,2017-11-04
perfumery,16.9,14.1,2017-11-04
musical_instruments,179.9,16.02,2017-11-04
cool_stuff,146.99,30.44,2017-11-04
housewares,58.9,25.25,2017-11-04
housewares,58.9,25.25,2017-11-04
computers_accessories,149.87,16.81,2017-11-04
auto,159.0,15.86,2017-11-04
toys,99.99,15.46,2017-11-04
baby,159.99,57.79,2017-11-04
sports_leisure,28.9,15.1,2017-11-04
sports_leisure,28.9,15.1,2017-11-04
furniture_decor,119.9,12.04,2017-11-04
stationery,120.0,13.86,2017-11-04
computers_accessories,30.21,17.6,2017-11-04
sports_leisure,119.8,18.73,2017-11-04
garden_tools,59.9,17.67,2017-11-04
garden_tools,59.9,17.67,2017-11-04
office_furniture,194.99,59.91,2017-11-04
bed_bath_table,35.99,11.73,2017-11-04
bed_bath_table,35.99,11.73,2017-11-04
office_furniture,194.99,59.91,2017-11-04
office_furniture,194.99,59.91,2017-11-04
toys,49.9,15.79,2017-11-04
office_furniture,194.99,59.91,2017-11-04
office_furniture,194.99,59.91,2017-11-04
office_furniture,194.99,59.91,2017-11-04
office_furniture,194.99,59.91,2017-11-04
office_furniture,194.99,59.91,2017-11-04
health_beauty,84.99,27.13,2017-11-04
housewares,57.0,40.86,2017-11-04
cds_dvds_musicals,65.0,9.94,2017-11-04
home_appliances_2,559.9,48.38,2017-11-04
consoles_games,19.9,16.11,2017-11-04
bed_bath_table,24.9,11.85,2017-11-04
telephony,28.99,15.1,2017-11-04
toys,19.9,14.1,2017-11-04
watches_gifts,146.0,12.52,2017-11-04
garden_tools,59.9,17.67,2017-11-04
housewares,58.9,17.12,2017-11-04
health_beauty,23.99,7.78,2017-11-05
bed_bath_table,119.9,43.47,2017-11-05
perfumery,16.9,11.85,2017-11-05
pet_shop,598.0,24.16,2017-11-05
computers_accessories,45.0,15.1,2017-11-05
stationery,95.0,38.22,2017-11-05
furniture_decor,10.9,3.48,2017-11-05
health_beauty,29.9,11.85,2017-11-05
sports_leisure,189.9,20.82,2017-11-05
bed_bath_table,66.29,13.48,2017-11-05
bed_bath_table,56.99,12.74,2017-11-05
cool_stuff,48.9,17.6,2017-11-05
health_beauty,121.9,29.25,2017-11-05
sports_leisure,60.99,21.23,2017-11-05
pet_shop,135.99,16.71,2017-11-05
stationery,75.9,14.75,2017-11-05
housewares,13.5,15.11,2017-11-05
housewares,59.9,17.67,2017-11-05
computers_accessories,137.9,38.81,2017-11-05
fashion_bags_accessories,47.9,22.67,2017-11-05
stationery,69.9,12.3,2017-11-05
housewares,13.5,15.11,2017-11-05
computers_accessories,209.0,17.9,2017-11-05
furniture_decor,37.5,17.6,2017-11-05
garden_tools,89.99,54.9,2017-11-05
housewares,13.5,15.11,2017-11-05
watches_gifts,139.0,16.41,2017-11-05
housewares,13.5,15.11,2017-11-05
bed_bath_table,38.9,17.6,2017-11-05
baby,59.9,15.18,2017-11-05
telephony,28.9,11.85,2017-11-05
bed_bath_table,80.0,17.81,2017-11-05
cool_stuff,239.99,14.23,2017-11-05
cool_stuff,249.9,74.7,2017-11-05
bed_bath_table,99.99,25.54,2017-11-05
cool_stuff,146.99,20.52,2017-11-05
cool_stuff,249.9,74.7,2017-11-05
cool_stuff,599.9,23.44,2017-11-05
health_beauty,169.0,17.89,2017-11-05
toys,99.99,23.02,2017-11-05
bed_bath_table,45.9,15.11,2017-11-05
pet_shop,94.9,16.42,2017-11-05
bed_bath_table,99.9,13.72,2017-11-05
garden_tools,59.9,28.82,2017-11-05
computers_accessories,45.6,16.79,2017-11-05
cool_stuff,169.97,17.63,2017-11-05
office_furniture,112.99,17.57,2017-11-05
computers_accessories,30.21,13.37,2017-11-05
fashion_bags_accessories,39.9,15.1,2017-11-05
toys,700.0,31.44,2017-11-05
sports_leisure,36.9,12.69,2017-11-05
bed_bath_table,59.9,14.15,2017-11-05
bed_bath_table,135.0,18.2,2017-11-05
toys,149.99,15.8,2017-11-05
sports_leisure,49.99,16.79,2017-11-05
auto,639.0,245.75,2017-11-05
housewares,150.0,18.3,2017-11-05
housewares,19.9,42.38,2017-11-05
health_beauty,159.9,18.37,2017-11-05
health_beauty,116.0,13.83,2017-11-05
luggage_accessories,84.9,14.32,2017-11-05
watches_gifts,29.0,25.63,2017-11-05
sports_leisure,59.9,15.17,2017-11-05
consoles_games,24.5,4.07,2017-11-05
watches_gifts,29.0,7.78,2017-11-05
stationery,14.99,8.72,2017-11-05
furniture_decor,24.9,16.11,2017-11-05
furniture_decor,24.9,16.11,2017-11-05
furniture_decor,24.9,16.11,2017-11-05
telephony,28.99,15.1,2017-11-05
furniture_decor,24.9,16.11,2017-11-05
construction_tools_construction,379.0,74.5,2017-11-05
fashion_bags_accessories,29.9,21.19,2017-11-05
bed_bath_table,374.9,23.11,2017-11-05
health_beauty,23.99,25.63,2017-11-05
construction_tools_lights,250.0,62.49,2017-11-05
health_beauty,14.9,15.1,2017-11-05
toys,299.9,13.6,2017-11-05
sports_leisure,171.0,9.94,2017-11-05
sports_leisure,69.9,16.25,2017-11-05
garden_tools,59.9,13.44,2017-11-05
garden_tools,59.9,13.44,2017-11-05
garden_tools,59.9,13.44,2017-11-05
home_construction,65.9,11.96,2017-11-05
sports_leisure,36.0,27.14,2017-11-05
baby,60.0,34.22,2017-11-05
perfumery,59.9,8.27,2017-11-05
food_drink,39.0,16.6,2017-11-05
consoles_games,24.5,15.1,2017-11-05
furniture_decor,64.9,17.3,2017-11-05
garden_tools,59.9,13.84,2017-11-05
toys,35.0,16.79,2017-11-05
sports_leisure,865.9,32.61,2017-11-05
sports_leisure,69.9,16.25,2017-11-05
fashion_bags_accessories,34.3,8.11,2017-11-05
consoles_games,180.3,27.8,2017-11-05
housewares,29.9,16.11,2017-11-05
housewares,25.9,35.67,2017-11-05
sports_leisure,59.9,12.55,2017-11-05
electronics,19.9,16.79,2017-11-05
furniture_decor,29.99,17.6,2017-11-05
furniture_decor,29.99,17.6,2017-11-05
luggage_accessories,147.9,78.06,2017-11-05
bed_bath_table,63.99,17.03,2017-11-05
bed_bath_table,86.99,17.04,2017-11-05
office_furniture,79.98,77.4,2017-11-05
office_furniture,79.98,77.4,2017-11-05
cool_stuff,48.9,11.73,2017-11-05
office_furniture,179.99,43.65,2017-11-05
sports_leisure,24.9,35.25,2017-11-05
housewares,23.9,7.05,2017-11-05
stationery,99.0,17.94,2017-11-05
computers_accessories,88.0,15.37,2017-11-05
housewares,28.0,9.94,2017-11-05
food_drink,65.0,16.21,2017-11-05
sports_leisure,16.48,15.98,2017-11-05
furniture_living_room,46.99,18.0,2017-11-05
office_furniture,229.99,18.89,2017-11-05
toys,499.9,16.38,2017-11-05
bed_bath_table,44.9,16.11,2017-11-05
bed_bath_table,233.35,18.34,2017-11-05
housewares,85.0,25.43,2017-11-05
cool_stuff,146.99,20.52,2017-11-05
consoles_games,59.99,15.17,2017-11-05
garden_tools,99.0,33.08,2017-11-05
bed_bath_table,113.57,13.81,2017-11-05
furniture_decor,16.9,9.34,2017-11-05
sports_leisure,49.9,14.1,2017-11-05
garden_tools,59.9,19.66,2017-11-05
garden_tools,59.9,19.66,2017-11-05
watches_gifts,689.0,33.22,2017-11-05
food_drink,44.7,14.1,2017-11-05
food_drink,44.7,14.1,2017-11-05
telephony,70.89,21.3,2017-11-05
watches_gifts,29.0,7.78,2017-11-05
telephony,28.99,15.1,2017-11-05
perfumery,68.0,25.76,2017-11-05
garden_tools,59.9,13.44,2017-11-05
garden_tools,59.9,13.44,2017-11-05
bed_bath_table,48.0,11.85,2017-11-05
garden_tools,33.63,7.78,2017-11-05
consoles_games,102.99,15.47,2017-11-05
watches_gifts,138.9,20.21,2017-11-05
cool_stuff,146.99,20.52,2017-11-05
furniture_decor,50.9,35.68,2017-11-05
bed_bath_table,45.9,9.34,2017-11-05
watches_gifts,314.9,13.7,2017-11-05
bed_bath_table,149.9,23.92,2017-11-05
pet_shop,179.17,27.57,2017-11-05
sports_leisure,65.9,18.03,2017-11-05
housewares,89.18,9.44,2017-11-05
sports_leisure,18.99,14.1,2017-11-05
computers_accessories,59.99,15.17,2017-11-05
bed_bath_table,113.57,13.81,2017-11-05
telephony,24.99,16.79,2017-11-05
telephony,24.9,21.15,2017-11-05
bed_bath_table,58.67,15.17,2017-11-05
auto,10.0,15.1,2017-11-05
fashion_bags_accessories,19.9,14.1,2017-11-05
health_beauty,99.9,19.0,2017-11-05
health_beauty,69.9,19.0,2017-11-05
auto,110.0,21.26,2017-11-05
baby,59.9,15.18,2017-11-06
housewares,78.9,17.8,2017-11-06
fashion_male_clothing,24.9,11.85,2017-11-06
christmas_supplies,14.99,15.1,2017-11-06
office_furniture,139.99,36.64,2017-11-06
furniture_decor,38.4,9.34,2017-11-06
,75.9,16.29,2017-11-06
telephony,20.99,7.78,2017-11-06
bed_bath_table,159.0,21.6,2017-11-06
bed_bath_table,99.9,21.19,2017-11-06
cool_stuff,469.99,21.53,2017-11-06
toys,36.79,19.59,2017-11-06
garden_tools,59.9,13.44,2017-11-06
furniture_decor,16.9,15.11,2017-11-06
books_general_interest,74.0,15.28,2017-11-06
garden_tools,99.9,17.95,2017-11-06
cool_stuff,610.0,90.89,2017-11-06
auto,45.0,42.38,2017-11-06
cool_stuff,178.9,36.57,2017-11-06
stationery,69.9,13.51,2017-11-06
baby,174.9,31.97,2017-11-06
toys,23.99,15.11,2017-11-06
garden_tools,59.9,13.44,2017-11-06
furniture_decor,59.9,18.96,2017-11-06
toys,60.0,15.17,2017-11-06
toys,44.9,7.78,2017-11-06
office_furniture,194.99,105.38,2017-11-06
pet_shop,55.9,16.83,2017-11-06
watches_gifts,69.0,34.28,2017-11-06
bed_bath_table,45.9,16.11,2017-11-06
office_furniture,194.99,74.31,2017-11-06
pet_shop,56.85,15.15,2017-11-06
bed_bath_table,44.9,16.11,2017-11-06
watches_gifts,1199.9,24.16,2017-11-06
,89.9,17.2,2017-11-06
bed_bath_table,16.9,14.1,2017-11-06
computers_accessories,59.99,25.7,2017-11-06
bed_bath_table,119.9,13.86,2017-11-06
perfumery,142.5,21.8,2017-11-06
office_furniture,196.99,33.61,2017-11-06
baby,64.99,21.25,2017-11-06
stationery,21.99,13.08,2017-11-06
bed_bath_table,16.9,14.1,2017-11-06
electronics,59.9,9.34,2017-11-06
electronics,59.9,9.34,2017-11-06
bed_bath_table,89.9,13.65,2017-11-06
computers_accessories,149.99,40.38,2017-11-06
office_furniture,194.99,105.38,2017-11-06
furniture_decor,49.9,9.34,2017-11-06
telephony,91.89,18.21,2017-11-06
pet_shop,99.9,16.33,2017-11-06
computers_accessories,126.12,31.55,2017-11-06
furniture_decor,100.0,16.95,2017-11-06
telephony,27.99,7.78,2017-11-06
health_beauty,32.99,21.15,2017-11-06
garden_tools,59.9,17.67,2017-11-06
electronics,18.9,7.78,2017-11-06
garden_tools,59.9,17.67,2017-11-06
health_beauty,43.49,8.72,2017-11-06
garden_tools,99.0,33.08,2017-11-06
flowers,22.8,16.11,2017-11-06
perfumery,143.0,38.55,2017-11-06
housewares,19.9,8.72,2017-11-06
watches_gifts,759.99,19.07,2017-11-06
sports_leisure,72.9,18.08,2017-11-06
watches_gifts,146.0,15.77,2017-11-06
watches_gifts,168.8,15.93,2017-11-06
furniture_decor,38.4,15.11,2017-11-06
computers_accessories,199.9,17.16,2017-11-06
furniture_decor,38.4,15.11,2017-11-06
telephony,290.0,16.78,2017-11-06
,336.0,17.1,2017-11-06
telephony,99.0,17.13,2017-11-06
cool_stuff,629.0,58.9,2017-11-06
cool_stuff,146.99,16.66,2017-11-06
furniture_decor,38.4,15.11,2017-11-06
fashion_bags_accessories,27.3,15.1,2017-11-06
luggage_accessories,129.5,16.67,2017-11-06
bed_bath_table,26.9,11.85,2017-11-06
toys,769.9,22.64,2017-11-06
furniture_decor,40.0,17.63,2017-11-06
furniture_decor,40.0,17.63,2017-11-06
furniture_decor,40.0,17.63,2017-11-06
housewares,138.0,25.81,2017-11-06
furniture_decor,40.0,17.63,2017-11-06
health_beauty,136.0,15.71,2017-11-06
auto,139.0,15.73,2017-11-06
health_beauty,38.9,16.11,2017-11-06
watches_gifts,179.9,12.76,2017-11-06
office_furniture,119.99,36.5,2017-11-06
auto,40.0,15.1,2017-11-06
watches_gifts,76.9,9.35,2017-11-06
construction_tools_safety,83.9,15.34,2017-11-06
telephony,29.99,14.1,2017-11-06
bed_bath_table,59.99,11.73,2017-11-06
kitchen_dining_laundry_garden_furniture,229.0,106.31,2017-11-06
telephony,27.99,15.79,2017-11-06
office_furniture,149.94,25.56,2017-11-06
housewares,79.9,19.8,2017-11-06
bed_bath_table,56.99,12.74,2017-11-06
health_beauty,121.9,13.87,2017-11-06
watches_gifts,219.9,18.79,2017-11-06
bed_bath_table,39.99,16.11,2017-11-06
toys,24.9,16.11,2017-11-06
pet_shop,849.0,39.74,2017-11-06
cool_stuff,144.99,12.22,2017-11-06
garden_tools,119.9,17.09,2017-11-06
health_beauty,86.9,12.11,2017-11-06
furniture_decor,159.9,21.61,2017-11-06
computers_accessories,199.9,17.16,2017-11-06
computers_accessories,199.9,17.16,2017-11-06
watches_gifts,29.0,25.63,2017-11-06
telephony,27.99,7.78,2017-11-06
sports_leisure,171.0,17.91,2017-11-06
stationery,21.99,13.08,2017-11-06
telephony,24.99,7.78,2017-11-06
furniture_decor,253.52,82.86,2017-11-06
sports_leisure,109.9,17.02,2017-11-06
telephony,290.0,16.78,2017-11-06
telephony,290.0,16.78,2017-11-06
consoles_games,99.99,14.45,2017-11-06
cool_stuff,19.9,15.1,2017-11-06
bed_bath_table,69.9,13.51,2017-11-06
furniture_decor,75.9,15.28,2017-11-06
sports_leisure,119.8,27.16,2017-11-06
electronics,18.9,12.48,2017-11-06
bed_bath_table,99.9,16.33,2017-11-06
computers_accessories,199.9,17.16,2017-11-06
musical_instruments,42.57,15.1,2017-11-06
toys,85.9,21.09,2017-11-06
computers_accessories,134.0,47.47,2017-11-06
,265.0,54.45,2017-11-06
toys,85.9,21.09,2017-11-06
telephony,9.9,16.79,2017-11-06
sports_leisure,108.0,110.04,2017-11-06
bed_bath_table,69.9,13.51,2017-11-06
bed_bath_table,69.99,15.24,2017-11-06
cool_stuff,144.99,18.26,2017-11-06
auto,143.8,19.89,2017-11-06
watches_gifts,19.9,16.11,2017-11-06
furniture_decor,39.9,13.37,2017-11-06
electronics,18.9,12.48,2017-11-06
garden_tools,179.99,28.64,2017-11-06
computers_accessories,399.99,15.82,2017-11-06
bed_bath_table,45.9,16.11,2017-11-06
perfumery,395.9,18.21,2017-11-06
sports_leisure,252.0,15.51,2017-11-06
sports_leisure,16.0,14.1,2017-11-06
bed_bath_table,56.99,12.74,2017-11-06
furniture_decor,39.99,37.49,2017-11-06
baby,52.0,16.61,2017-11-06
construction_tools_construction,38.9,8.27,2017-11-06
bed_bath_table,96.4,13.76,2017-11-06
furniture_decor,39.98,12.69,2017-11-06
computers_accessories,99.0,15.45,2017-11-06
,29.99,8.27,2017-11-06
watches_gifts,146.0,34.82,2017-11-06
watches_gifts,146.0,34.82,2017-11-06
toys,69.99,9.34,2017-11-06
bed_bath_table,115.99,18.06,2017-11-06
consoles_games,124.99,14.62,2017-11-06
health_beauty,45.04,7.94,2017-11-06
auto,179.9,17.02,2017-11-06
toys,15.0,15.1,2017-11-06
bed_bath_table,154.99,16.71,2017-11-06
home_appliances_2,59.99,15.17,2017-11-06
perfumery,56.99,15.84,2017-11-06
sports_leisure,79.0,15.31,2017-11-06
computers_accessories,137.9,43.34,2017-11-06
fashion_bags_accessories,49.0,7.78,2017-11-06
perfumery,168.9,15.93,2017-11-06
watches_gifts,899.5,41.62,2017-11-06
luggage_accessories,88.9,14.35,2017-11-06
kitchen_dining_laundry_garden_furniture,58.9,59.58,2017-11-06
computers_accessories,195.0,13.71,2017-11-06
christmas_supplies,195.5,24.24,2017-11-06
cool_stuff,214.99,39.05,2017-11-06
furniture_decor,38.4,12.69,2017-11-06
furniture_decor,38.4,12.69,2017-11-06
telephony,45.0,11.85,2017-11-06
telephony,35.0,11.84,2017-11-06
telephony,35.0,11.85,2017-11-06
toys,89.9,18.87,2017-11-06
housewares,105.0,13.29,2017-11-06
furniture_decor,34.99,11.85,2017-11-06
baby,109.9,47.3,2017-11-06
pet_shop,34.99,8.11,2017-11-06
agro_industry_and_commerce,415.0,27.75,2017-11-06
telephony,29.99,11.85,2017-11-06
auto,130.0,49.44,2017-11-06
bed_bath_table,134.9,21.78,2017-11-06
baby,419.9,36.74,2017-11-06
sports_leisure,135.49,8.69,2017-11-06
watches_gifts,29.0,7.78,2017-11-06
computers_accessories,709.9,33.37,2017-11-06
bed_bath_table,22.9,16.79,2017-11-06
bed_bath_table,46.9,35.67,2017-11-06
sports_leisure,229.9,14.16,2017-11-06
computers_accessories,199.0,13.73,2017-11-06
garden_tools,179.99,26.88,2017-11-06
furniture_living_room,45.99,7.78,2017-11-06
bed_bath_table,109.9,13.79,2017-11-06
computers_accessories,250.9,14.78,2017-11-06
auto,89.9,19.87,2017-11-06
cool_stuff,62.99,11.73,2017-11-06
sports_leisure,119.9,28.22,2017-11-06
furniture_decor,34.99,24.66,2017-11-06
,1599.0,58.11,2017-11-06
stationery,159.0,14.13,2017-11-06
auto,225.99,16.33,2017-11-07
garden_tools,99.0,41.08,2017-11-07
bed_bath_table,115.99,29.21,2017-11-07
stationery,169.0,16.94,2017-11-07
furniture_decor,38.4,22.67,2017-11-07
telephony,39.9,7.78,2017-11-07
auto,45.9,15.03,2017-11-07
furniture_decor,250.0,58.42,2017-11-07
consoles_games,24.5,11.85,2017-11-07
garden_tools,179.99,81.43,2017-11-07
toys,479.0,55.36,2017-11-07
computers_accessories,75.9,25.81,2017-11-07
housewares,85.0,14.2,2017-11-07
cool_stuff,610.0,65.01,2017-11-07
garden_tools,59.9,13.44,2017-11-07
bed_bath_table,52.11,17.5,2017-11-07
baby,150.99,14.81,2017-11-07
computers_accessories,39.95,15.1,2017-11-07
bed_bath_table,52.99,11.87,2017-11-07
garden_tools,339.0,65.05,2017-11-07
office_furniture,112.99,49.81,2017-11-07
watches_gifts,79.0,15.3,2017-11-07
baby,38.97,11.85,2017-11-07
bed_bath_table,74.9,12.86,2017-11-07
sports_leisure,149.9,17.62,2017-11-07
sports_leisure,36.49,15.1,2017-11-07
bed_bath_table,82.97,14.31,2017-11-07
bed_bath_table,59.9,19.91,2017-11-07
housewares,25.0,14.1,2017-11-07
cool_stuff,249.9,37.37,2017-11-07
health_beauty,59.0,16.85,2017-11-07
computers_accessories,29.4,12.69,2017-11-07
health_beauty,99.0,12.19,2017-11-07
garden_tools,129.0,33.29,2017-11-07
watches_gifts,59.0,14.16,2017-11-07
sports_leisure,110.8,18.03,2017-11-07
bed_bath_table,99.9,17.95,2017-11-07
health_beauty,23.99,11.85,2017-11-07
furniture_decor,59.9,17.99,2017-11-07
computers_accessories,29.4,12.69,2017-11-07
housewares,85.0,14.2,2017-11-07
health_beauty,74.9,19.76,2017-11-07
bed_bath_table,99.9,17.95,2017-11-07
food,56.97,12.74,2017-11-07
computers_accessories,31.9,12.48,2017-11-07
bed_bath_table,99.9,17.95,2017-11-07
housewares,56.9,16.16,2017-11-07
watches_gifts,29.0,15.1,2017-11-07
stationery,99.0,19.93,2017-11-07
watches_gifts,689.0,22.07,2017-11-07
bed_bath_table,69.9,7.87,2017-11-07
sports_leisure,21.5,9.34,2017-11-07
bed_bath_table,57.31,12.74,2017-11-07
sports_leisure,199.99,27.94,2017-11-07
furniture_decor,149.0,49.57,2017-11-07
office_furniture,169.99,99.41,2017-11-07
fashion_bags_accessories,142.0,18.24,2017-11-07
computers_accessories,12.88,15.1,2017-11-07
health_beauty,63.9,11.73,2017-11-07
health_beauty,58.99,17.66,2017-11-07
health_beauty,63.9,11.73,2017-11-07
computers_accessories,30.21,13.37,2017-11-07
home_confort,299.0,18.8,2017-11-07
bed_bath_table,89.9,16.26,2017-11-07
watches_gifts,146.0,12.52,2017-11-07
bed_bath_table,149.9,21.54,2017-11-07
perfumery,4.99,11.85,2017-11-07
garden_tools,699.0,20.33,2017-11-07
consoles_games,339.9,46.23,2017-11-07
stationery,154.9,13.42,2017-11-07
baby,29.9,11.85,2017-11-07
health_beauty,99.9,16.46,2017-11-07
health_beauty,325.0,19.55,2017-11-07
bed_bath_table,69.2,19.72,2017-11-07
bed_bath_table,133.0,15.68,2017-11-07
watches_gifts,1449.5,38.83,2017-11-07
baby,39.5,15.1,2017-11-07
watches_gifts,629.0,31.07,2017-11-07
bed_bath_table,103.9,15.69,2017-11-07
bed_bath_table,76.5,15.69,2017-11-07
bed_bath_table,77.0,15.69,2017-11-07
computers_accessories,46.86,15.1,2017-11-07
furniture_decor,38.4,9.34,2017-11-07
perfumery,13.99,25.63,2017-11-07
kitchen_dining_laundry_garden_furniture,35.9,13.37,2017-11-07
cool_stuff,144.99,17.26,2017-11-07
small_appliances,270.0,26.73,2017-11-07
sports_leisure,39.0,13.37,2017-11-07
bed_bath_table,45.9,26.89,2017-11-07
sports_leisure,55.0,17.1,2017-11-07
bed_bath_table,89.9,14.36,2017-11-07
flowers,49.9,9.34,2017-11-07
electronics,12.9,7.78,2017-11-07
watches_gifts,29.0,11.85,2017-11-07
health_beauty,914.65,22.84,2017-11-07
health_beauty,59.49,11.73,2017-11-07
cool_stuff,189.9,70.04,2017-11-07
health_beauty,494.99,19.71,2017-11-07
perfumery,4.99,11.85,2017-11-07
electronics,38.99,8.72,2017-11-07
watches_gifts,146.0,12.52,2017-11-07
housewares,72.9,14.26,2017-11-07
bed_bath_table,77.68,16.3,2017-11-07
garden_tools,59.9,17.67,2017-11-07
computers_accessories,215.42,35.31,2017-11-07
housewares,72.9,14.26,2017-11-07
office_furniture,194.99,35.53,2017-11-07
bed_bath_table,15.9,11.85,2017-11-07
furniture_decor,32.99,17.6,2017-11-07
garden_tools,16.9,34.15,2017-11-07
garden_tools,16.9,34.15,2017-11-07
garden_tools,16.9,34.15,2017-11-07
garden_tools,16.9,34.15,2017-11-07
perfumery,13.99,14.1,2017-11-07
baby,109.9,11.97,2017-11-07
auto,147.9,23.36,2017-11-07
bed_bath_table,99.99,65.51,2017-11-07
furniture_living_room,36.99,22.67,2017-11-07
furniture_decor,99.9,18.27,2017-11-07
sports_leisure,65.0,17.73,2017-11-07
sports_leisure,65.0,17.73,2017-11-07
health_beauty,84.99,35.91,2017-11-07
stationery,79.0,13.57,2017-11-07
watches_gifts,39.0,14.1,2017-11-07
watches_gifts,35.0,14.1,2017-11-07
toys,36.79,17.6,2017-11-07
fashion_bags_accessories,59.9,12.55,2017-11-07
fashion_bags_accessories,59.9,12.55,2017-11-07
garden_tools,99.0,33.08,2017-11-07
garden_tools,99.0,33.08,2017-11-07
garden_tools,99.0,33.08,2017-11-07
cool_stuff,146.99,16.66,2017-11-07
telephony,19.99,14.1,2017-11-07
watches_gifts,79.0,15.3,2017-11-07
fashion_bags_accessories,49.0,11.85,2017-11-07
toys,49.9,11.85,2017-11-07
cool_stuff,146.99,20.52,2017-11-07
bed_bath_table,149.9,23.92,2017-11-07
garden_tools,179.99,45.72,2017-11-07
watches_gifts,49.0,17.63,2017-11-07
furniture_decor,50.9,16.12,2017-11-07
bed_bath_table,64.9,14.04,2017-11-07
stationery,49.0,11.85,2017-11-07
fashion_bags_accessories,85.0,14.23,2017-11-07
garden_tools,59.9,17.67,2017-11-07
bed_bath_table,89.9,16.26,2017-11-07
toys,25.0,12.69,2017-11-07
telephony,24.99,7.78,2017-11-07
garden_tools,59.9,17.67,2017-11-07
auto,179.49,15.01,2017-11-07
telephony,27.99,15.1,2017-11-07
books_general_interest,108.9,21.25,2017-11-07
christmas_supplies,31.62,15.1,2017-11-07
health_beauty,89.99,9.44,2017-11-07
computers_accessories,139.9,18.55,2017-11-07
sports_leisure,89.99,18.2,2017-11-07
furniture_decor,59.55,13.44,2017-11-07
telephony,27.99,14.1,2017-11-07
sports_leisure,39.0,17.92,2017-11-07
